instance,drone_capacity,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,runtime_sec,status
test_data\data_demand_random\30\C201_3.dat,4,3,3,792.0,"[[[[0, [23, 1, 19]], [5, [5]], [1, []], [10, [10]], [13, [13, 16]], [18, [18, 29]], [19, []], [23, []], [26, [26]], [28, [28, 14]], [6, [6]], [29, [15, 24]], [24, []], [20, [20, 17, 9, 12]], [9, []], [12, []], [14, []], [16, []], [15, []], [17, []], [25, [25]], [8, [8]]], [[0, [27, 22, 3, 7, 4, 2, 11]], [22, []], [27, []], [30, [30, 21]], [21, []], [11, []], [2, []], [7, []], [3, []], [4, []]]], [[[5, [5]]], [[10, [10]]], [[13, [13, 16]]], [[18, [18, 29]]], [[26, [26]]], [[28, [28, 14]]], [[6, [6]]], [[29, [15, 24]]], [[20, [20]]], [[20, [17, 9, 12]]], [[30, [30, 21]]], [[25, [25]]], [[8, [8]]]]]",817.298221281347,"[[[[0, [19, 23, 16, 26, 13]], [5, [5]], [2, [2]], [10, [10]], [18, [18, 29]], [23, []], [26, [28, 14]], [28, []], [6, [6]], [24, [24]], [20, [20]], [29, []], [30, [30, 15]], [9, [9, 12, 17, 25]], [12, []], [14, []], [16, []], [15, []], [19, []], [17, []], [13, []], [25, []], [22, [22]]], [[0, [27, 7, 3, 4, 1, 11]], [27, []], [21, [21]], [8, [8]], [11, []], [3, []], [4, []], [7, []], [1, []]]], [[[5, [5]]], [[2, [2]]], [[10, [10]]], [[18, [18, 29]]], [[26, [28, 14]]], [[6, [6]]], [[24, [24]]], [[20, [20]]], [[30, [30, 15]]], [[21, [21]], [9, [12, 17]]], [[8, [8]]], [[9, [9, 25]]], [[22, [22]]]]]",1088.214,OK
test_data\data_demand_random\30\C201_3.dat,4,3,4,796.0,"[[[[0, [8, 10, 7, 27, 22, 11]], [8, []], [10, []], [11, []], [7, []], [9, [9, 21]], [21, []], [27, []], [22, []]], [[0, [23, 3, 1, 19]], [4, [4, 13, 26]], [3, []], [1, []], [2, [2, 29]], [5, [5, 16]], [20, [20]], [24, [24, 14]], [29, []], [6, [6, 15]], [28, [28, 17]], [26, []], [23, []], [17, []], [18, [18, 12]], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [25, [25, 30]], [30, []]]], [[[4, [26]]], [[4, [4, 13]]], [[2, [2, 29]]], [[5, [5]]], [[5, [16]]], [[20, [20]]], [[24, [24, 14]]], [[6, [6, 15]]], [[28, [28, 17]]], [[9, [9, 21]]], [[18, [18, 12]]], [[25, [25, 30]]]]]",,None,1025.837,OK
test_data\data_demand_random\30\C201_3.dat,4,3,5,800.0,"[[[[0, [23, 19, 1]], [2, [2, 29]], [11, [11]], [10, [10]], [1, []], [5, [5]], [20, [20]], [22, [22]], [24, [24, 14]], [29, []], [6, [6, 15]], [28, [28, 18]], [26, [26, 13, 16]], [23, []], [18, []], [17, [17, 25]], [19, []], [15, []], [16, []], [12, [12]], [14, []], [13, []], [25, []], [8, [8]]], [[0, [4, 3, 7, 27]], [4, []], [3, []], [7, []], [9, [9, 30, 21]], [21, []], [30, []], [27, []]]], [[[2, [2, 29]]], [[11, [11]]], [[10, [10]]], [[5, [5]]], [[20, [20]]], [[22, [22]]], [[24, [24, 14]]], [[6, [6, 15]]], [[28, [28, 18]]], [[26, [26]]], [[26, [13, 16]]], [[17, [17, 25]]], [[12, [12]]], [[9, [9, 30, 21]]], [[8, [8]]]]]",,None,1422.937,OK
test_data\data_demand_random\30\C201_3.dat,8,1,1,701.0788655293195,"[[[[0, []], [19, [19, 13]], [13, []], [23, [23, 16]], [28, [28, 24]], [24, [14, 18, 15]], [18, []], [17, [17]], [15, []], [16, []], [14, []], [12, [12, 9, 8]], [9, []], [8, []]], [[0, [1]], [26, [26]], [11, [11, 2, 29]], [3, [3, 4]], [1, []], [4, []], [7, [7, 5]], [2, []], [5, []], [10, [10, 22]], [21, [21, 6, 20]], [20, []], [6, []], [29, []], [27, [27, 30]], [30, []], [25, [25]], [22, []]]], [[[26, [26]]], [[11, [11, 2, 29]]], [[3, [3, 4]]], [[19, [19, 13]]], [[23, [23, 16]]], [[7, [7, 5]]], [[10, [10, 22]]], [[28, [28, 24]]], [[24, [14, 18, 15]]], [[21, [21, 6, 20]]], [[27, [27, 30]]], [[17, [17]]], [[12, [12, 9, 8]]], [[25, [25]]]]]",982.7630546142402,"[[[[0, [5, 4, 11, 3, 7, 8, 20, 1]], [5, []], [4, []], [1, []], [2, [2, 9, 12, 14, 25, 21]], [11, []], [3, []], [7, []], [8, []], [20, []], [9, []], [12, []], [14, []], [25, []], [21, []]], [[0, [19, 16, 29, 28, 26, 23, 18, 15]], [10, [10, 13, 27, 30, 22, 17, 24, 6]], [13, []], [19, []], [16, []], [29, []], [28, []], [26, []], [23, []], [18, []], [15, []], [17, []], [24, []], [6, []], [27, []], [30, []], [22, []]]], [[[10, [10, 30, 22]]], [[10, [27]], [2, [2]]], [[10, [13, 17, 24, 6]]], [[2, [9, 12, 14, 25, 21]]]]]",349.464,OK
test_data\data_demand_random\30\C201_3.dat,8,1,2,684.05551275464,"[[[[0, [1]], [23, [23, 12, 9, 25, 28, 16]], [28, []], [26, [26]], [19, [19]], [1, [3]], [3, []], [7, [7, 14, 18]], [18, []], [15, [15, 17, 21]], [17, []], [16, []], [14, []], [12, []], [9, []], [25, []], [21, []]], [[0, []], [11, [11, 5, 29]], [5, []], [4, [4, 2, 13]], [2, []], [10, [10]], [22, [22]], [13, []], [20, [20, 8]], [6, [6, 24]], [29, []], [24, []], [27, [27, 30]], [30, []], [8, []]]], [[[11, [11, 5, 29]]], [[23, [12, 9, 25, 28]]], [[23, [23, 16]]], [[26, [26]]], [[4, [4, 2, 13]]], [[19, [19]]], [[1, [3]]], [[10, [10]]], [[22, [22]]], [[7, [7, 14, 18]]], [[20, [20, 8]]], [[15, [15, 17, 21]]], [[6, [6, 24]]], [[27, [27, 30]]]]]",,None,586.89,OK
test_data\data_demand_random\30\C201_3.dat,8,1,3,701.0788655293195,"[[[[0, []], [23, [23]], [4, [4, 2, 5]], [3, [3, 16]], [11, [11]], [2, []], [5, []], [10, [10, 14, 18]], [7, [7]], [18, [17, 15]], [17, []], [15, []], [16, []], [14, []], [12, [12, 9, 8]], [9, []], [8, []]], [[0, []], [26, [26, 13, 1]], [1, [29]], [13, []], [19, [19, 24]], [28, [28, 22]], [24, []], [22, []], [29, []], [6, [6]], [27, [27]], [25, [25, 30, 20]], [30, []], [21, [21]], [20, []]]], [[[23, [23]]], [[26, [1]]], [[26, [26, 13]]], [[1, [29]]], [[4, [4, 2, 5]]], [[3, [3, 16]]], [[11, [11]]], [[19, [19, 24]]], [[10, [10, 14, 18]]], [[28, [28, 22]]], [[6, [6]]], [[7, [7]]], [[18, [17, 15]]], [[27, [27]]], [[12, [12, 9, 8]]], [[25, [25, 30, 20]]], [[21, [21]]]]]",,None,447.908,OK
test_data\data_demand_random\30\C201_3.dat,8,1,4,701.0788655293195,"[[[[0, []], [11, [11]], [13, [13, 29]], [29, []], [26, [26]], [24, [24, 22]], [22, []], [28, [28, 21, 20]], [6, [6]], [27, [27]], [30, [30]], [25, [25]], [21, []], [20, []]], [[0, [1]], [23, [23]], [1, []], [5, [5, 16]], [3, [3, 4]], [4, []], [10, [10, 2]], [7, [7, 18]], [2, [19]], [18, [15, 17, 14, 8]], [19, []], [17, []], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [8, []]]], [[[11, [11]]], [[23, [23]]], [[13, [13, 29]]], [[5, [5, 16]]], [[26, [26]]], [[3, [3, 4]]], [[10, [10, 2]]], [[24, [24, 22]]], [[7, [7, 18]]], [[2, [19]]], [[18, [15, 17, 14, 8]]], [[28, [28, 21, 20]]], [[6, [6]]], [[27, [27]]], [[12, [12, 9]]], [[30, [30]]], [[25, [25]]]]]",,None,357.607,OK
test_data\data_demand_random\30\C201_3.dat,8,1,5,680.0831891575846,"[[[[0, []], [11, [11, 26, 13]], [26, []], [23, [23, 12, 17, 18, 15, 14, 16, 9]], [13, []], [14, []], [16, []], [17, []], [18, []], [15, []], [28, [28]], [19, [19]], [12, []], [9, []], [25, [25, 8]], [8, []]], [[0, []], [4, [4, 3, 1]], [3, []], [10, [10, 5]], [5, []], [2, [2, 22, 29]], [1, []], [7, [7, 24]], [21, [21, 20]], [20, []], [29, []], [24, []], [6, [6]], [22, []], [27, [27, 30]], [30, []]]], [[[11, [11, 26, 13]]], [[4, [1]]], [[4, [4, 3]]], [[23, [12, 17, 18, 15, 14, 9]]], [[23, [23, 16]]], [[10, [10, 5]]], [[2, [2, 22, 29]]], [[7, [7, 24]]], [[28, [28]]], [[19, [19]]], [[21, [21, 20]]], [[6, [6]]], [[27, [27, 30]]], [[25, [25, 8]]]]]",795.6619037896905,"[[[[0, [29]], [11, [11, 5]], [3, [3, 22]], [5, []], [24, [24, 20]], [29, []], [21, [21, 28]], [8, [8, 25, 9, 6]], [20, []], [22, []], [25, []], [9, []], [6, []], [28, []]], [[0, [1]], [13, [13, 26, 23, 16]], [26, []], [23, []], [19, [19]], [2, [2, 10, 4]], [1, []], [4, []], [7, [7, 18, 14]], [10, []], [14, []], [15, [15, 17]], [18, [30, 27]], [17, []], [12, [12]], [16, []], [30, []], [27, []]]], [[[13, [23, 16]]], [[11, [11, 5]]], [[13, [13, 26]]], [[3, [3, 22]]], [[19, [19]]], [[2, [4]]], [[2, [2, 10]]], [[24, [24, 20]]], [[7, [7, 18, 14]]], [[21, [21, 28]]], [[8, [25, 9, 6]]], [[8, [8]], [15, [15, 17]]], [[18, [30, 27]]], [[12, [12]]]]]",572.102,OK
test_data\data_demand_random\30\C201_3.dat,8,2,1,680.0831891575846,"[[[[0, [1]], [23, [23, 12, 15, 17, 9, 13, 16]], [9, []], [29, [29, 19]], [10, [10]], [7, [7, 14]], [1, []], [13, [20]], [16, []], [17, []], [19, []], [15, []], [14, []], [12, []], [25, [25, 27]], [27, []], [20, []]], [[0, []], [26, [26]], [11, [11]], [3, [3, 4]], [4, []], [5, [5, 2, 22]], [2, []], [18, [18, 24]], [22, []], [24, []], [6, [6, 28, 21]], [28, []], [30, [30, 8]], [8, []], [21, []]]], [[[23, [12, 15, 17, 9, 13]]], [[26, [26]]], [[23, [23, 16]]], [[11, [11]]], [[29, [29, 19]]], [[3, [3, 4]]], [[10, [10]]], [[5, [5, 2, 22]]], [[18, [18, 24]]], [[7, [7, 14]]], [[13, [20]]], [[6, [6, 28, 21]]], [[25, [25, 27]]], [[30, [30, 8]]]]]",,None,809.258,OK
test_data\data_demand_random\30\C201_3.dat,8,2,2,688.0279609997021,"[[[[0, []], [4, [4, 23]], [22, [22, 19]], [23, []], [19, []], [26, [26, 29]], [28, [28]], [6, [6, 24]], [29, []], [24, []], [27, [27, 30, 21]], [30, []], [25, [25, 20]], [21, []], [20, []]], [[0, []], [11, [11, 2, 1, 12, 9, 5, 13]], [1, []], [3, [3, 16]], [2, []], [10, [10]], [5, []], [7, [7, 14, 18]], [14, []], [16, []], [18, []], [13, []], [17, [17, 15, 8]], [15, []], [12, []], [9, []], [8, []]]], [[[11, [1, 12, 9, 13]]], [[4, [4, 23]]], [[11, [11, 2, 5]]], [[3, [3, 16]]], [[10, [10]]], [[22, [22, 19]]], [[7, [7, 14, 18]]], [[26, [26, 29]]], [[28, [28]]], [[6, [6, 24]]], [[17, [17, 15, 8]]], [[27, [27, 30, 21]]], [[25, [25, 20]]]]]",,None,855.288,OK
test_data\data_demand_random\30\C201_3.dat,8,2,3,701.0788655293195,"[[[[0, []], [16, [16]], [19, [19]], [10, [10, 5]], [5, []], [4, [4, 3]], [3, []], [7, [7, 2]], [2, []], [21, [21]], [20, [20, 22, 6]], [6, []], [27, [27, 30, 9]], [30, []], [25, [25]], [9, []], [22, []]], [[0, [1]], [23, [23, 11]], [11, []], [1, []], [13, [13, 29, 26]], [29, []], [24, [24, 28, 18, 14]], [28, []], [26, []], [18, []], [17, [17, 15, 8]], [15, []], [14, []], [12, [12]], [8, []]]], [[[16, [16]]], [[23, [23, 11]]], [[13, [13, 29, 26]]], [[19, [19]]], [[10, [10, 5]]], [[4, [4, 3]]], [[24, [24, 28, 18, 14]]], [[7, [7, 2]]], [[21, [21]]], [[20, [20, 22]]], [[20, [6]]], [[17, [17, 15, 8]]], [[27, [27, 30, 9]]], [[25, [25]]], [[12, [12]]]]]",,None,601.234,OK
test_data\data_demand_random\30\C201_3.dat,8,2,4,701.0788655293195,"[[[[0, [1]], [1, []], [11, [11]], [2, [2, 5]], [5, []], [19, [19, 16]], [29, [29]], [28, [28, 26]], [26, []], [17, [17, 18, 14, 15]], [15, []], [18, []], [14, []], [16, []], [12, [12, 9, 21, 20]], [9, []], [21, []], [20, []]], [[0, []], [13, [13]], [23, [23]], [10, [10, 24]], [4, [4]], [7, [7]], [3, [3, 22]], [8, [8, 6]], [22, []], [6, []], [30, [30, 27]], [25, [25]], [27, []], [24, []]]], [[[13, [13]]], [[23, [23]]], [[11, [11]]], [[2, [2, 5]]], [[10, [10, 24]]], [[4, [4]]], [[19, [19, 16]]], [[29, [29]]], [[7, [7]]], [[3, [3, 22]]], [[28, [28, 26]]], [[17, [17, 18, 14, 15]]], [[8, [8, 6]]], [[12, [12, 9, 21, 20]]], [[30, [30, 27]]], [[25, [25]]]]]",,None,671.531,OK
test_data\data_demand_random\30\C201_3.dat,8,2,5,701.0788655293195,"[[[[0, []], [5, [5, 11, 29]], [11, []], [10, [10, 22]], [22, []], [29, []], [18, [18, 28, 26]], [26, []], [28, []], [6, [6, 24]], [27, [27, 30]], [24, []], [30, []], [25, [25, 8]], [8, []]], [[0, [1]], [16, [16, 23]], [13, [13, 2]], [19, [19, 4]], [23, []], [2, []], [1, []], [7, [7]], [4, []], [3, [3]], [15, [15, 17, 14, 21, 20]], [17, []], [14, []], [12, [12, 9]], [9, []], [21, []], [20, []]]], [[[16, [16, 23]]], [[5, [5, 11, 29]]], [[13, [13, 2]]], [[19, [19, 4]]], [[10, [10, 22]]], [[7, [7]]], [[3, [3]]], [[18, [18, 28, 26]]], [[15, [15, 17, 14, 21, 20]]], [[6, [6, 24]]], [[27, [27, 30]]], [[12, [12, 9]]], [[25, [25, 8]]]]]",,None,643.996,OK
test_data\data_demand_random\30\C201_3.dat,8,3,1,680.0831891575846,"[[[[0, [1]], [16, [16, 2, 13, 12, 9, 7]], [5, [5, 3]], [2, []], [7, []], [1, []], [3, []], [4, [4]], [10, [10, 18, 14]], [13, []], [18, []], [17, [17, 15, 8]], [15, []], [14, []], [12, []], [9, []], [25, [25]], [8, []]], [[0, []], [26, [26]], [23, [23, 29, 11]], [19, [19]], [11, []], [28, [28, 24, 22]], [22, []], [24, []], [29, []], [6, [6, 21, 20]], [27, [27, 30]], [30, []], [21, []], [20, []]]], [[[26, [26]]], [[16, [12, 9, 7]]], [[23, [11]]], [[16, [16, 2, 13]]], [[23, [23, 29]]], [[19, [19]]], [[5, [5, 3]]], [[4, [4]]], [[28, [28, 24, 22]]], [[10, [10, 18, 14]]], [[6, [6, 21, 20]]], [[17, [17, 15, 8]]], [[27, [27, 30]]], [[25, [25]]]]]",739.6619037896907,"[[[[0, [13, 16]], [13, []], [22, [22, 14]], [28, [28, 18, 20]], [6, [6, 19]], [17, [17]], [18, []], [19, []], [16, []], [14, []], [12, [12, 25, 27]], [25, []], [27, []], [20, []]], [[0, [1]], [26, [26, 2, 29]], [23, [23, 5]], [5, []], [2, []], [1, []], [4, [4, 24]], [3, [3]], [7, [7]], [10, [10, 11, 15]], [21, [21, 8]], [8, [30, 9]], [11, []], [9, []], [15, []], [30, []], [29, []], [24, []]]], [[[26, [26, 2, 29]]], [[22, [22, 14]]], [[23, [23, 5]]], [[4, [4, 24]]], [[3, [3]]], [[7, [7]]], [[10, [10, 11, 15]]], [[28, [28, 18, 20]]], [[6, [6, 19]]], [[21, [21, 8]]], [[17, [17]]], [[12, [27]], [8, [30, 9]]], [[12, [12, 25]]]]]",1204.729,OK
test_data\data_demand_random\30\C201_3.dat,8,3,2,680.0831891575846,"[[[[0, []], [23, [23, 13]], [26, [26]], [19, [19, 2]], [3, [3, 24]], [7, [7, 4]], [4, []], [2, []], [10, [10]], [8, [8, 17, 21]], [21, []], [13, []], [17, [27]], [25, [25, 20]], [27, []], [24, []], [20, []]], [[0, [1]], [11, [11]], [5, [5, 6, 9, 30, 12, 15]], [1, []], [9, []], [22, [22, 18]], [6, []], [28, [28, 16, 29, 14]], [18, []], [12, []], [16, []], [14, []], [15, []], [30, []], [29, []]]], [[[11, [11]]], [[23, [23, 13]]], [[26, [26]]], [[19, [19, 2]]], [[5, [6, 9, 30, 12, 15]]], [[5, [5]]], [[22, [22, 18]]], [[3, [3, 24]]], [[28, [28, 16, 29, 14]]], [[7, [7, 4]]], [[10, [10]]], [[8, [8, 17, 21]]], [[17, [27]]], [[25, [25, 20]]]]]",680.0831891575846,"[[[[0, []], [11, [11]], [19, [19, 2]], [3, [3, 4]], [4, []], [7, [7, 18]], [2, []], [10, [10]], [8, [8, 21]], [21, []], [18, []], [25, [25, 20]], [20, []]], [[0, []], [23, [23, 13, 1]], [26, [26]], [5, [5, 6, 9, 30, 12, 15, 29]], [1, []], [9, []], [22, [22, 24]], [6, []], [28, [28, 16, 14]], [17, [17]], [13, []], [12, []], [16, []], [14, []], [15, []], [30, []], [29, []], [27, [27]], [24, []]]], [[[23, [1]]], [[23, [23, 13]]], [[26, [26]]], [[11, [11]]], [[5, [6, 9, 30, 12, 15]]], [[19, [19, 2]]], [[5, [5, 29]]], [[22, [22, 24]]], [[3, [3, 4]]], [[7, [7, 18]]], [[28, [28, 16, 14]]], [[10, [10]]], [[8, [8, 21]], [17, [17]]], [[27, [27]]], [[25, [25, 20]]]]]",1036.409,OK
test_data\data_demand_random\30\C201_3.dat,8,3,3,701.0788655293195,"[[[[0, [1]], [5, [5, 2, 4]], [2, []], [4, []], [10, [10, 16]], [1, []], [7, [7, 14, 18]], [3, [3]], [8, [8]], [18, []], [17, [17, 15, 21]], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [21, []]], [[0, []], [11, [11, 19]], [26, [22, 23, 26, 13, 29]], [19, []], [23, []], [13, []], [24, [24]], [29, []], [6, [6, 28]], [28, []], [30, [30, 20]], [25, [25, 27]], [27, []], [22, []], [20, []]]], [[[5, [5, 2, 4]]], [[11, [11, 19]]], [[26, [26, 13, 29]]], [[10, [10, 16]]], [[26, [22, 23]]], [[24, [24]]], [[7, [7, 14, 18]]], [[3, [3]]], [[8, [8]]], [[6, [6, 28]]], [[17, [17, 15, 21]]], [[12, [12, 9]]], [[30, [30, 20]]], [[25, [25, 27]]]]]",,None,1031.827,OK
test_data\data_demand_random\30\C201_3.dat,8,3,4,701.0788655293195,"[[[[0, []], [16, [16, 23]], [3, [3]], [19, [19, 24]], [23, []], [28, [28, 20]], [6, [6, 22, 29, 21]], [29, []], [20, []], [21, []], [22, []], [27, [27, 30]], [30, []], [25, [25]], [24, []]], [[0, [1]], [13, [13, 26]], [1, []], [11, [11, 2]], [26, []], [10, [10, 18, 14]], [2, []], [7, [7, 5]], [4, [4]], [5, []], [18, [17, 15, 8]], [17, []], [15, []], [14, []], [12, [12, 9]], [9, []], [8, []]]], [[[13, [13, 26]]], [[16, [16, 23]]], [[11, [11, 2]]], [[3, [3]]], [[19, [19, 24]]], [[10, [10, 18, 14]]], [[7, [7, 5]]], [[4, [4]]], [[28, [28, 20]]], [[6, [21]]], [[6, [6, 22, 29]]], [[18, [17, 15, 8]]], [[12, [12, 9]]], [[27, [27, 30]]], [[25, [25]]]]]",749.298221281347,"[[[[0, [1]], [3, [3, 5]], [4, [4, 2, 11]], [5, []], [1, []], [18, [18, 10]], [11, []], [7, [7, 21]], [2, []], [10, []], [8, [8, 9]], [9, [29]], [25, [25, 30]], [30, []], [29, []], [27, [27]], [21, []]], [[0, []], [22, [22, 26, 13]], [24, [24, 23, 14, 15, 16]], [26, []], [23, []], [28, [28, 19]], [6, [6, 20]], [19, []], [17, [17, 12]], [12, []], [14, []], [16, []], [15, []], [13, []], [20, []]]], [[[3, [3, 5]]], [[22, [22, 26, 13]]], [[4, [4, 2, 11]]], [[18, [18, 10]]], [[24, [14, 15, 16]]], [[24, [24, 23]]], [[28, [28, 19]]], [[6, [6, 20]]], [[7, [7, 21]]], [[8, [8, 9]], [17, [17, 12]]], [[9, [29]]], [[25, [25, 30]]], [[27, [27]]]]]",1237.384,OK
test_data\data_demand_random\30\C201_3.dat,8,3,5,689.3016516106934,"[[[[0, [1]], [3, [3, 2]], [5, [5, 19]], [4, [4, 10]], [1, []], [7, [7, 16]], [2, []], [10, []], [17, [17, 18, 15, 14, 12]], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, [9]], [25, [25]]], [[0, []], [13, [13, 11, 26]], [11, [29, 23]], [23, []], [29, []], [22, [22, 24]], [24, []], [28, [28, 20]], [26, []], [6, [6, 21, 8]], [21, [27, 30]], [8, []], [30, []], [27, []], [20, []]]], [[[3, [3, 2]]], [[5, [5, 19]]], [[13, [13, 11, 26]]], [[11, [29, 23]]], [[22, [22, 24]]], [[4, [4, 10]]], [[7, [7, 16]]], [[28, [28, 20]]], [[17, [14, 12]]], [[6, [6, 21, 8]]], [[17, [17, 18, 15]]], [[21, [27, 30]]], [[9, [9]]], [[25, [25]]]]]",734.0788655293195,"[[[[0, [1]], [1, []], [4, [4]], [2, [2, 11, 16]], [10, [10, 29]], [11, []], [7, [7, 14, 18]], [18, []], [19, [19, 24, 20]], [17, [17, 15, 6]], [15, []], [14, []], [16, []], [30, [30, 27]], [29, []], [6, []], [27, []], [24, []], [20, []]], [[0, []], [13, [13, 26]], [3, [3]], [5, [5, 22]], [22, []], [28, [28, 23]], [26, []], [23, []], [21, [21]], [12, [12, 9, 8]], [25, [25]], [9, []], [8, []]]], [[[4, [4]]], [[13, [13, 26]]], [[2, [2, 11, 16]]], [[3, [3]]], [[10, [10, 29]]], [[5, [5, 22]]], [[7, [7, 14, 18]]], [[19, [19, 24]]], [[28, [28, 23]]], [[19, [20]]], [[21, [21]], [17, [17, 15, 6]]], [[30, [30, 27]]], [[12, [12, 9, 8]]], [[25, [25]]]]]",1004.594,OK
