instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,2,1,352.0,"[[[[0, [5]], [2, [2]], [1, [1]], [7, [7, 3, 6]], [3, []], [4, [4]], [5, []], [6, []]], [[0, [14, 15, 19, 18, 20, 13, 11, 9, 10]], [20, []], [11, []], [9, []], [12, [12, 16]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17, 8]], [13, []], [10, []], [8, []]]], [[[2, [2]]], [[1, [1]]], [[7, [7, 3, 6]]], [[4, [4]]], [[12, [12, 16]]], [[17, [17, 8]]]]]",415.9558431471869,"[[[[0, [10, 5]], [5, []], [2, [2]], [7, [7, 13, 14]], [1, [1]], [10, []], [13, []], [19, [19, 15]], [15, []], [14, []], [16, [16, 12]], [12, []], [8, [8]]], [[0, [20, 11, 9]], [4, [4, 3]], [3, []], [11, []], [9, []], [17, [17]], [18, [18]], [6, [6]], [20, []]]], [[[2, [2]]], [[4, [4, 3]]], [[7, [7, 13, 14]]], [[1, [1]]], [[17, [17]], [19, [19, 15]]], [[18, [18]]], [[16, [16, 12]]], [[6, [6]]], [[8, [8]]]]]",1.666667,3.833333,"[41.231056, 55.461698, 53.814496, 51.224994, 76.157731, 66.603303]",57.415547,"{2: 0.0, 1: 0.0, 7: 0.0, 4: 6.343346, 12: 0.0, 17: 0.0}","{2: 19.384472, 1: 33.269151, 7: 3.477224, 4: 0.0, 12: 20.013886, 17: 45.742505}",1.057224,20.31454,1.666667,3.666667,"[41.231056, 51.224994, 53.814496, 55.461698, 78.183852, 70.710678, 80.622577, 50.596443, 23.323808]",56.129956,"{2: 0.0, 4: 2.612497, 7: 21.907248, 1: 6.048595, 17: 0.0, 19: 0.0, 18: 0.429535, 16: 0.0, 6: 53.263281, 8: 0.0}","{2: 19.384472, 4: 0.0, 7: 0.0, 1: 0.0, 17: 24.496349, 19: 58.343346, 18: 0.0, 16: 9.247184, 6: 0.0, 8: 26.026807}",8.426116,13.749816,62.787,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,2,2,361.3433461974555,"[[[[0, [9]], [2, [2]], [4, [4]], [3, [3, 7, 14, 16]], [7, []], [1, [1]], [14, []], [16, []], [12, [12]], [9, []], [8, [8]]], [[0, [15, 19, 18, 11, 20, 10, 5]], [5, []], [10, []], [11, []], [13, [13]], [15, []], [19, []], [18, []], [17, [17, 6]], [6, []], [20, []]]], [[[2, [2]]], [[4, [4]]], [[3, [3, 7, 14, 16]]], [[1, [1]]], [[13, [13]]], [[17, [17, 6]]], [[12, [12]]], [[8, [8]]]]]",410.19725920288715,"[[[[0, [5, 11, 9]], [2, [2]], [3, [3, 7]], [7, []], [4, [4, 15]], [5, []], [11, []], [9, []], [15, []], [19, [19]], [18, [18]]], [[0, [10, 20]], [8, [8]], [10, [6]], [1, [1]], [13, [13, 14, 16]], [12, [12, 17]], [14, []], [16, []], [17, []], [6, []], [20, []]]], [[[2, [2]]], [[8, [8]]], [[3, [3, 7]], [10, [6]]], [[1, [1]]], [[4, [4, 15]]], [[13, [13, 14, 16]]], [[12, [12, 17]]], [[19, [19]]], [[18, [18]]]]]",1.5,3.25,"[41.231056, 51.224994, 58.137767, 55.461698, 61.611687, 66.603303, 76.157731, 23.323808]",54.219006,"{2: 0.0, 4: 0.0, 3: 0.0, 1: 6.343346, 13: 1.874727, 17: 0.0, 12: 0.0, 8: 0.0}","{2: 18.384472, 4: 14.387503, 3: 3.315588, 1: 0.0, 13: 0.0, 17: 0.49888, 12: 3.58391, 8: 55.505063}",1.027259,11.959427,1.666667,3.666667,"[41.231056, 23.323808, 72.998094, 55.461698, 51.224994, 61.611687, 76.157731, 78.102497, 70.710678]",58.980249,"{2: 0.0, 8: 0.0, 10: 18.763055, 3: 0.0, 1: 0.0, 4: 32.681381, 13: 0.0, 12: 0.0, 19: 0.0, 18: 7.515879}","{2: 22.384472, 8: 16.338096, 10: 0.0, 3: 5.575042, 1: 22.416677, 4: 0.0, 13: 1.463307, 12: 2.390311, 19: 12.061234, 18: 0.0}",5.896031,8.262914,62.642,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,2,3,346.3433461974555,"[[[[0, [12, 16, 14, 15, 17, 10, 9]], [10, []], [9, []], [12, []], [16, []], [14, []], [15, []], [19, [19, 13]], [18, [18]], [17, []], [13, []], [11, [11, 8]], [8, []]], [[0, [5, 20]], [2, [2]], [1, [1]], [7, [7, 3, 6]], [3, []], [4, [4]], [5, []], [6, []], [20, []]]], [[[2, [2]]], [[1, [1]]], [[7, [7, 3, 6]]], [[4, [4]]], [[19, [19, 13]]], [[18, [18]]], [[11, [11, 8]]]]]",,None,1.571429,3.857143,"[41.231056, 55.461698, 53.814496, 51.224994, 78.102497, 70.710678, 39.293765]",55.691312,"{2: 0.0, 1: 0.0, 7: 0.0, 4: 6.343346, 19: 0.0, 18: 0.0, 11: 0.0}","{2: 21.384472, 1: 35.269151, 7: 3.477224, 4: 0.0, 19: 36.041504, 18: 24.688818, 11: 8.301869}",0.906192,18.451862,,,[],,{},{},,,73.621,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,2,4,356.0,"[[[[0, [20, 5]], [6, [6]], [20, [7, 8, 4, 3]], [8, []], [5, []], [2, [2]], [4, []], [3, []], [7, []], [1, [1]]], [[0, [18, 11, 9, 16, 15, 12, 17, 14, 10, 13]], [10, []], [11, []], [9, []], [15, []], [19, [19]], [18, []], [17, []], [16, []], [14, []], [12, []], [13, []]]], [[[6, [6]]], [[20, [4, 3]]], [[20, [7, 8]]], [[2, [2]]], [[19, [19]]], [[1, [1]]]]]",400.0,"[[[[0, [9, 10]], [5, [5]], [2, [2]], [7, [7, 4]], [4, []], [3, [3, 12]], [1, [1]], [13, [13, 15, 14]], [15, []], [14, []], [12, []], [16, [16, 19]], [19, []], [9, []], [10, []]], [[0, [20, 6, 11]], [20, []], [6, []], [11, []], [17, [17]], [18, [18]], [8, [8]]]], [[[5, [5]]], [[2, [2]]], [[7, [7, 4]]], [[3, [3, 12]]], [[1, [1]]], [[13, [13, 15, 14]]], [[17, [17]], [16, [16, 19]]], [[18, [18]]], [[8, [8]]]]]",1.333333,3.333333,"[50.596443, 20.0, 20.0, 41.231056, 78.102497, 55.461698]",44.231949,"{6: 0.0, 20: 0.0, 2: 0.0, 19: 0.0, 1: 0.0}","{6: 11.701779, 20: 61.701779, 2: 39.384472, 19: 17.948752, 1: 31.653623}",0.0,32.478081,1.666667,3.888889,"[30.265492, 41.231056, 53.814496, 58.137767, 55.461698, 61.611687, 83.810979, 70.710678, 23.323808]",53.151963,"{5: 0.0, 2: 0.0, 7: 0.0, 3: 0.0, 1: 0.0, 13: 0.0, 17: 0.0, 16: 0.0, 18: 43.161183, 8: 0.0}","{5: 17.867254, 2: 23.384472, 7: 3.092752, 3: 3.315588, 1: 4.361903, 13: 37.125273, 17: 15.967499, 16: 15.81966, 18: 0.0, 8: 38.18799}",4.316118,15.912239,60.79,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,2,5,357.0,"[[[[0, [20, 9, 15, 19, 12, 16]], [20, []], [9, []], [12, []], [16, []], [14, [14, 17, 13]], [15, []], [19, []], [17, []], [18, [18]], [13, []], [8, [8]]], [[0, [5, 11, 10]], [5, []], [2, [2]], [1, [1]], [3, [3, 4]], [4, []], [7, [7, 6]], [11, []], [10, []], [6, []]]], [[[2, [2]]], [[1, [1]]], [[3, [3, 4]]], [[7, [7, 6]]], [[14, [14, 17, 13]]], [[18, [18]]], [[8, [8]]]]]",405.6373289707125,"[[[[0, [20, 5]], [5, []], [2, [2]], [3, [3]], [13, [13, 14, 17]], [14, []], [17, []], [18, [18]], [6, [6]], [20, []]], [[0, [10, 9]], [8, [8, 11]], [10, [4]], [7, [7, 16, 19]], [4, []], [1, [1]], [12, [12, 15]], [16, []], [19, []], [15, []], [9, []], [11, []]]], [[[2, [2]]], [[8, [8, 11]]], [[10, [4]], [3, [3]]], [[7, [7, 16, 19]]], [[1, [1]]], [[13, [13, 14, 17]]], [[12, [12, 15]]], [[18, [18]]], [[6, [6]]]]]",1.571429,3.714286,"[41.231056, 55.461698, 58.137767, 53.814496, 78.714675, 70.710678, 23.323808]",54.484883,"{2: 0.0, 1: 0.0, 3: 0.0, 7: 0.0, 14: 2.426221, 18: 0.0, 8: 0.0}","{2: 22.384472, 1: 36.269151, 3: 11.315588, 7: 4.361903, 14: 0.0, 18: 30.163634, 8: 67.980759}",0.346603,24.639358,1.777778,3.777778,"[41.231056, 23.323808, 72.998094, 53.814496, 55.461698, 61.611687, 76.157731, 70.710678, 50.596443]",56.211743,"{2: 0.0, 8: 0.0, 10: 18.763055, 3: 0.0, 7: 0.0, 1: 0.0, 13: 0.476146, 12: 0.0, 18: 12.161183, 6: 0.0}","{2: 21.384472, 8: 13.338096, 10: 0.0, 3: 15.11384, 7: 23.240278, 1: 23.963322, 13: 0.0, 12: 8.190285, 18: 0.0, 6: 8.497188}",3.140038,11.372748,81.551,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,3,1,355.0,"[[[[0, [20, 8, 1, 2, 5]], [6, [6, 3]], [20, []], [8, []], [4, [4, 7]], [3, []], [7, []], [1, []], [2, []], [5, []]], [[0, [10, 11, 17, 13, 18, 15, 19, 16, 14, 12, 9]], [10, []], [11, []], [9, []], [17, []], [13, []], [18, []], [15, []], [19, []], [16, []], [14, []], [12, []]]], [[[6, [6, 3]]], [[4, [4, 7]]]]]",412.3349812313258,"[[[[0, []], [1, [1]], [3, [3, 4]], [7, [7]], [4, []], [13, [13, 6]], [6, []]], [[0, [5, 9, 10, 20]], [5, []], [2, [2]], [11, [11, 12]], [14, [14, 16]], [16, []], [15, [17, 19, 15]], [12, []], [19, []], [18, [18]], [17, []], [9, []], [10, []], [8, [8]], [20, []]]], [[[2, [2]]], [[1, [1]]], [[11, [11, 12]]], [[3, [3, 4]]], [[7, [7]], [14, [14, 16]]], [[15, [17, 19, 15]]], [[13, [13, 6]]], [[18, [18]]], [[8, [8]]]]]",2.0,3.5,"[50.596443, 51.224994]",50.910718,"{6: 0.0, 4: 0.0}","{6: 8.701779, 4: 142.387503}",0.0,75.544641,1.777778,3.777778,"[41.231056, 55.461698, 39.293765, 58.137767, 105.264585, 72.111026, 61.611687, 70.710678, 23.323808]",58.571786,"{2: 0.0, 1: 0.0, 11: 18.262411, 3: 24.799733, 7: 0.016809, 14: 3.554131, 15: 21.107588, 13: 0.0, 18: 11.410852, 8: 0.0}","{2: 21.384472, 1: 26.269151, 11: 0.0, 3: 0.0, 7: 0.0, 14: 0.0, 15: 0.0, 13: 20.836819, 18: 0.0, 8: 50.050692}",7.915152,11.854113,95.539,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,3,2,361.0,"[[[[0, [20, 5]], [6, [6, 11]], [20, [3, 8]], [8, []], [11, []], [7, [7, 4]], [3, []], [4, []], [1, [1]], [5, []]], [[0, [12, 14, 16, 19, 9, 13, 15, 17, 10]], [2, [2]], [9, []], [13, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, [18]], [17, []], [10, []]]], [[[2, [2]]], [[6, [6, 11]]], [[20, [3, 8]]], [[18, [18]]], [[7, [7, 4]]], [[1, [1]]]]]",382.0546568271053,"[[[[0, []], [1, [1, 7]], [2, [2]], [3, [3, 4]], [7, []], [4, []]], [[0, [11, 8, 9, 10, 20, 5]], [5, []], [11, []], [8, [12]], [10, []], [9, [13, 16, 15]], [13, []], [12, []], [14, [14, 17, 19]], [16, []], [15, []], [19, []], [17, []], [18, [18]], [6, [6]], [20, []]]], [[[1, [1]]], [[8, [12]], [1, [7]]], [[9, [13, 16, 15]]], [[14, [14, 17, 19]]], [[2, [2]]], [[18, [18]]], [[3, [3, 4]]], [[6, [6]]]]]",1.5,3.833333,"[41.231056, 50.596443, 20.0, 70.710678, 53.814496, 55.461698]",48.635729,"{2: 0.0, 6: 0.0, 20: 0.0, 18: 0.0, 7: 0.0, 1: 0.638097}","{2: 96.384472, 6: 11.701779, 20: 8.701779, 18: 88.644661, 7: 36.477224, 1: 0.0}",0.10635,40.318319,1.75,3.75,"[55.461698, 62.823502, 46.647615, 78.714675, 41.231056, 70.710678, 58.137767, 50.596443]",58.040429,"{1: 39.515301, 8: 0.0, 9: 5.054657, 14: 0.0, 2: 36.478691, 18: 0.0, 3: 42.486885, 6: 0.0}","{1: 26.269151, 8: 2.338096, 9: 0.0, 14: 3.451169, 2: 0.0, 18: 0.089797, 3: 0.0, 6: 7.34644}",15.441942,4.936832,96.195,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,3,3,346.0,"[[[[0, [2, 1, 20, 10]], [2, []], [1, []], [7, [7, 3, 6]], [3, []], [4, [4]], [10, []], [6, []], [20, []]], [[0, [12, 19, 18, 17, 9, 5, 14, 16]], [5, []], [9, []], [12, []], [14, []], [16, []], [15, [15, 8]], [19, []], [18, []], [17, []], [13, [13, 11]], [11, []], [8, []]]], [[[7, [7, 3, 6]]], [[4, [4]]], [[15, [15, 8]]], [[13, [13, 11]]]]]",410.50114422936855,"[[[[0, [9, 20, 5]], [5, []], [1, [1]], [11, [11]], [9, []], [12, [12, 14]], [14, []], [13, [13, 16, 15]], [16, []], [15, []], [19, [19, 17]], [18, [18]], [17, []], [20, []]], [[0, []], [8, [8, 10]], [2, [2]], [4, [4, 3]], [3, []], [7, [7, 6]], [10, []], [6, []]]], [[[8, [10]]], [[8, [8]]], [[1, [1]]], [[2, [2]]], [[4, [4, 3]]], [[7, [7, 6]], [11, [11]]], [[12, [12, 14]]], [[13, [13, 16, 15]]], [[19, [19, 17]]], [[18, [18]]]]]",2.0,3.5,"[53.814496, 51.224994, 72.111026, 61.611687]",59.690551,"{7: 0.0, 4: 0.0, 15: 0.0, 13: 0.0}","{7: 32.092752, 4: 61.387503, 15: 23.037239, 13: 43.581659}",0.0,40.024788,1.7,3.6,"[23.323808, 23.323808, 55.461698, 41.231056, 51.224994, 69.57586, 76.157731, 61.611687, 78.102497, 70.710678]",55.072382,"{8: 0.0, 1: 0.0, 2: 0.0, 4: 8.228025, 11: 1.377732, 7: 16.398845, 12: 11.541656, 13: 4.420574, 19: 0.0, 18: 7.161183}","{8: 31.676192, 1: 1.607247, 2: 9.722568, 4: 0.0, 11: 0.0, 7: 0.0, 12: 0.0, 13: 0.0, 19: 2.29046, 18: 0.0}",4.912801,4.529647,93.562,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,3,4,346.3433461974555,"[[[[0, [14, 12, 16, 19, 18, 17, 15, 10, 9]], [10, []], [9, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, [13, 11]], [11, []], [8, [8]]], [[0, [20, 5]], [2, [2]], [1, [1]], [7, [7, 3, 6]], [3, []], [4, [4]], [5, []], [20, []], [6, []]]], [[[2, [2]]], [[1, [1]]], [[7, [7, 3, 6]]], [[4, [4]]], [[13, [13, 11]]], [[8, [8]]]]]",393.07332865808974,"[[[[0, [5, 20, 10]], [8, [8]], [5, [3, 6]], [1, [1]], [7, [7, 4]], [3, []], [4, []], [10, []], [20, []], [6, []]], [[0, [9]], [2, [2]], [11, [11]], [9, []], [13, [13, 17, 15]], [17, []], [18, [18]], [19, [19, 16, 14]], [15, []], [16, []], [14, []], [12, [12]]]], [[[8, [8]]], [[2, [2]]], [[5, [3, 6]], [11, [11]]], [[1, [1]]], [[7, [7, 4]]], [[13, [13, 17, 15]]], [[18, [18]]], [[19, [19, 16, 14]]], [[12, [12]]]]]",1.5,3.5,"[41.231056, 55.461698, 53.814496, 51.224994, 61.611687, 23.323808]",47.777957,"{2: 0.0, 1: 0.0, 7: 0.0, 4: 6.343346, 13: 0.0, 8: 0.0}","{2: 21.384472, 1: 35.269151, 7: 3.477224, 4: 0.0, 13: 72.286908, 8: 124.382253}",1.057224,42.800001,1.777778,3.777778,"[23.323808, 41.231056, 42.841886, 55.461698, 53.814496, 61.611687, 70.710678, 78.102497, 76.157731]",55.917282,"{8: 0.0, 2: 0.0, 5: 0.79465, 11: 12.822406, 1: 0.0, 7: 2.581887, 13: 42.508936, 18: 14.307781, 19: 26.549311, 12: 1.884894}","{8: 16.338096, 2: 18.384472, 5: 0.0, 11: 0.0, 1: 8.448272, 7: 0.0, 13: 0.0, 18: 0.0, 19: 0.0, 12: 0.0}",10.144987,4.317084,96.722,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,4,120,3,5,362.0,"[[[[0, [5, 10, 20]], [5, []], [3, [3, 6]], [4, [4, 7]], [7, []], [1, [1]], [2, [2]], [10, []], [6, []], [20, []]], [[0, [11, 9, 17, 15, 14, 12, 16]], [11, []], [9, []], [17, []], [15, []], [14, []], [12, []], [16, []], [19, [19, 13]], [18, [18]], [13, []], [8, [8]]]], [[[3, [3, 6]]], [[4, [4, 7]]], [[1, [1]]], [[2, [2]]], [[19, [19, 13]]], [[18, [18]]], [[8, [8]]]]]",417.52277622223573,"[[[[0, [10]], [10, []], [4, [4, 3]], [3, []], [1, [1]], [11, [11, 13, 15]], [13, []], [15, []], [16, [16, 19, 17]], [19, []], [18, [18]], [17, []], [8, [8]]], [[0, [9, 20]], [5, [5]], [2, [2]], [7, [7, 12]], [12, []], [14, [14, 6]], [9, []], [20, []], [6, []]]], [[[5, [5]]], [[2, [2]]], [[4, [4, 3]]], [[7, [7, 12]]], [[1, [1]]], [[11, [13, 15]]], [[14, [14, 6]], [11, [11]]], [[16, [16, 19, 17]]], [[18, [18]]], [[8, [8]]]]]",1.428571,3.714286,"[58.137767, 51.224994, 55.461698, 41.231056, 78.102497, 70.710678, 23.323808]",54.0275,"{3: 0.0, 4: 0.0, 1: 7.799733, 2: 0.0, 19: 0.0, 18: 0.0, 8: 0.0}","{3: 6.931116, 4: 18.387503, 1: 0.0, 2: 24.571708, 19: 17.418169, 18: 14.2294, 8: 32.286848}",1.114248,16.260678,1.7,3.8,"[30.265492, 41.231056, 51.224994, 53.814496, 55.461698, 39.293765, 79.619748, 80.622577, 70.710678, 23.323808]",52.556831,"{5: 0.0, 2: 0.0, 4: 0.0, 7: 21.522776, 1: 11.343346, 11: 1.377732, 14: 0.0, 16: 0.0, 18: 0.0, 8: 0.0}","{5: 20.867254, 2: 26.384472, 4: 9.254757, 7: 0.0, 1: 0.0, 11: 39.266439, 14: 7.801698, 16: 3.419561, 18: 7.485626, 8: 51.026807}",3.424385,16.550661,96.798,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,1,1,322.0,"[[[[0, [9, 5]], [5, [1]], [1, []], [9, [16, 13, 18, 19, 17, 15, 14, 12]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []]], [[0, [10, 20]], [2, [2, 11, 8]], [7, [7, 4, 3, 6]], [4, []], [3, []], [11, []], [10, []], [8, []], [6, []], [20, []]]], [[[5, [1]]], [[2, [2, 11, 8]]], [[7, [7, 4, 3, 6]]], [[9, [16, 13, 15, 14, 12]]], [[9, [18, 19, 17]]]]]",,None,3.2,6.8,"[30.265492, 41.231056, 53.814496, 46.647615, 46.647615]",43.721255,"{5: 0.0, 2: 0.0, 7: 0.0, 9: 1.231056}","{5: 0.867254, 2: 21.384472, 7: 1.092752, 9: 36.060664}",0.307764,14.851286,,,[],,{},{},,,33.399,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,1,2,322.0,"[[[[0, [20, 10]], [2, [2, 11, 8]], [7, [7, 4, 6, 3]], [3, []], [4, []], [10, []], [11, []], [8, []], [6, []], [20, []]], [[0, [9]], [5, [5, 1]], [1, []], [9, [14, 15, 19, 18, 17, 13, 12, 16]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []]]], [[[5, [5, 1]]], [[2, [2, 11, 8]]], [[7, [7, 4, 6, 3]]], [[9, [18, 17, 13, 16]]], [[9, [14, 15, 19, 12]]]]]",,None,3.4,7.6,"[30.265492, 41.231056, 53.814496, 46.647615, 46.647615]",43.721255,"{5: 0.132746, 2: 0.0, 7: 0.0, 9: 2.09831}","{5: 0.0, 2: 21.384472, 7: 1.092752, 9: 35.19341}",0.557764,14.417659,,,[],,{},{},,,32.2,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,1,3,331.6124969497314,"[[[[0, []], [5, [5, 2]], [4, [4, 3, 7, 8, 1, 6]], [3, []], [7, []], [1, []], [2, []], [8, []], [6, []]], [[0, [13, 9, 20, 19, 14, 12, 16, 15, 18, 17, 11, 10]], [20, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [9, []], [11, []], [10, []]]], [[[5, [5, 2]]], [[4, [1, 6]]], [[4, [4, 3, 7, 8]]]]]",,None,2.666667,7.333333,"[30.265492, 51.224994, 51.224994]",44.238493,"{5: 0.0, 4: 5.612497}","{5: 6.867254, 4: 20.387503}",2.806248,13.627379,,,[],,{},{},,,25.792,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,1,4,326.0,"[[[[0, [20, 9, 8, 11, 5, 10]], [5, []], [8, []], [20, [12, 17, 18]], [9, [13, 19, 15, 16, 14]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [11, []], [10, []]], [[0, []], [2, [2, 1]], [1, []], [7, [7, 3, 4, 6]], [3, []], [4, []], [6, []]]], [[[2, [2, 1]]], [[7, [7, 3, 4, 6]]], [[20, [12, 17, 18]]], [[9, [13, 19, 15, 16, 14]]]]]",,None,3.5,7.5,"[41.231056, 53.814496, 20.0, 46.647615]",40.423292,"{2: 0.0, 7: 0.0, 20: 0.0, 9: 0.0}","{2: 9.384472, 7: 17.092752, 20: 7.0, 9: 10.676192}",0.0,11.038354,,,[],,{},{},,,34.832,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,1,5,322.0,"[[[[0, [20, 10]], [2, [2, 11]], [7, [7, 3, 4, 6]], [3, []], [4, []], [11, []], [10, []], [6, []], [20, []]], [[0, [5, 9]], [5, [1, 8]], [1, []], [9, [19, 18, 17, 13, 12, 14, 16, 15]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [8, []]]], [[[5, [1, 8]]], [[2, [2, 11]]], [[7, [7, 3, 4, 6]]], [[9, [13, 12, 14, 16, 15]]], [[9, [19, 18, 17]]]]]",,None,3.2,6.8,"[30.265492, 41.231056, 53.814496, 46.647615, 46.647615]",43.721255,"{5: 0.0, 2: 0.0, 7: 0.0, 9: 1.231056}","{5: 0.867254, 2: 21.384472, 7: 1.092752, 9: 36.060664}",0.307764,14.851286,,,[],,{},{},,,44.584,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,2,1,319.0,"[[[[0, [9]], [2, [2, 1]], [1, []], [9, [15, 19, 18, 17, 13, 12, 14, 16]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []]], [[0, [10, 20]], [5, [5, 11, 8]], [4, [4, 3, 7, 6]], [3, []], [7, []], [11, []], [10, []], [8, []], [20, []], [6, []]]], [[[2, [2, 1]]], [[5, [5, 11, 8]]], [[4, [4, 3, 7, 6]]], [[9, [13, 12, 14, 16]]], [[9, [15, 19, 18, 17]]]]]",,None,3.4,7.6,"[41.231056, 30.265492, 51.224994, 46.647615, 46.647615]",43.203354,"{2: 0.0, 5: 0.0, 4: 2.745243, 9: 0.0}","{2: 10.384472, 5: 14.867254, 4: 0.0, 9: 36.994645}",0.686311,15.561593,,,[],,{},{},,,78.563,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,2,2,326.0,"[[[[0, []], [6, [6, 1]], [1, []], [7, [7, 3, 4]], [3, []], [4, []]], [[0, [9, 10, 20, 5]], [20, []], [8, [8, 11, 2]], [10, []], [11, []], [2, []], [9, [14, 16, 15, 19, 12, 18, 17, 13]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [5, []]]], [[[8, [8, 11, 2]]], [[6, [6, 1]]], [[9, [18, 17, 13]]], [[9, [14, 16, 15, 19, 12]]], [[7, [7, 3, 4]]]]]",342.7630546142402,"[[[[0, [9, 20]], [5, [1, 5, 2]], [2, []], [1, []], [4, [4, 3, 7]], [3, []], [7, [13]], [13, []], [9, []], [20, []]], [[0, [10]], [8, [8, 11]], [10, [16, 12, 14, 17, 6, 18, 15, 19]], [11, []], [12, []], [14, []], [16, []], [15, []], [19, []], [17, []], [18, []], [6, []]]], [[[5, [5, 2]]], [[5, [1]], [8, [8, 11]]], [[10, [18, 15, 19]]], [[10, [16, 12, 14, 17, 6]]], [[4, [4, 3, 7]]], [[7, [13]]]]]",3.2,6.8,"[23.323808, 50.596443, 46.647615, 46.647615, 53.814496]",44.205995,"{8: 0.0, 6: 0.0, 9: 0.0, 7: 0.0}","{8: 28.338096, 6: 7.701779, 9: 46.054164, 7: 40.768944}",0.0,30.715746,2.833333,6.333333,"[30.265492, 36.228631, 33.526109, 33.526109, 51.224994, 53.814496]",39.764305,"{5: 7.071068, 8: 0.0, 10: 86.526109, 4: 18.067538, 7: 0.0}","{5: 10.867254, 8: 1.338096, 10: 0.0, 4: 0.0, 7: 22.705249}",22.332943,6.98212,64.162,OK
test_data\data_demand_random_patch\20\C201_1.5.dat,8,60,2,3,326.0,"[[[[0, []], [6, [6, 1, 2, 11, 8, 10]], [8, []], [10, []], [11, []], [2, []], [1, []], [7, [7, 3, 4, 5]], [3, []], [4, []], [5, []]], [[0, [19, 13, 17, 18, 12, 20, 15, 14]], [9, [16, 9]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [20, []]]], [[[6, [1, 11, 8]]], [[6, [6, 2, 10]]], [[9, [16, 9]]], [[7, [5]]], [[7, [7, 3, 4]]]]]",,None,2.4,6.0,"[50.596443, 50.596443, 46.647615, 53.814496, 53.814496]",51.093899,"{6: 0.0, 9: 0.0, 7: 0.0}","{6: 26.403557, 9: 25.377971, 7: 138.563475}",0.0,63.448335,,,[],,{},{},,,83.121,OK
