instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,runtime_sec,status
test_data\data_demand_random\30\C201_0.5.dat,8,60,3,4,374.0,"[[[[0, [23]], [5, [5, 26, 29]], [10, [10, 11]], [11, []], [8, [8, 6, 28]], [24, [24, 22]], [29, []], [6, []], [28, []], [26, []], [23, []], [25, [25, 30, 27, 20]], [30, []], [27, []], [22, []], [20, []]], [[0, [1]], [1, []], [4, [4, 7, 14, 3, 2]], [3, []], [7, []], [2, []], [9, [9, 12, 18, 17, 13, 15, 21, 19, 16]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [21, []]]], [[[5, [29]]], [[5, [5, 26]]], [[10, [10, 11]]], [[4, [3, 2]]], [[8, [8, 6, 28]]], [[4, [4, 7, 14]]], [[24, [24, 22]]], [[9, [18, 15, 16]]], [[9, [17, 13]]], [[9, [9, 12, 21, 19]]], [[25, [25, 30, 27, 20]]]]]",395.6619037896906,"[[[[0, [23]], [11, [11, 26]], [10, [10]], [8, [8, 28, 6]], [24, [24, 29]], [6, []], [28, []], [26, []], [23, []], [25, [25, 21, 30, 27]], [29, []], [30, []], [27, []], [21, []]], [[0, [1]], [5, [5, 3, 4, 2]], [1, []], [3, []], [4, []], [7, [7, 14, 12, 19]], [2, []], [9, [9, 18, 17, 13, 15, 16, 22]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [22, []], [20, [20]]]], [[[11, [11, 26]]], [[5, [5, 4]], [10, [10]]], [[5, [3, 2]]], [[8, [8, 28, 6]]], [[7, [7, 14]]], [[24, [24, 29]]], [[7, [12, 19]]], [[9, [18, 15, 16]]], [[9, [17, 13]]], [[9, [9, 22]]], [[20, [20]]], [[25, [25, 21, 30, 27]]]]]",2.545455,7.363636,2.333333,6.75,583.343,OK
test_data\data_demand_random\30\C201_0.5.dat,8,60,3,5,375.6619037896906,"[[[[0, [1]], [5, [5, 2, 3, 11, 4]], [2, []], [1, []], [4, []], [3, []], [7, [7, 8, 10]], [11, []], [10, []], [8, []], [30, [30, 27, 20, 6]], [6, []], [27, []], [22, [22]], [20, []]], [[0, [13, 19, 16, 23, 26, 29]], [21, [21, 15, 28, 24, 14, 18]], [9, [25, 9, 17, 12]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [25, []], [23, []], [26, []], [28, []], [29, []], [24, []]]], [[[5, [11, 4]]], [[5, [5]]], [[5, [2, 3]]], [[21, [18]]], [[21, [28, 24]]], [[21, [21, 15, 14]]], [[9, [9, 17, 12]]], [[9, [25]]], [[7, [7, 8, 10]]], [[30, [30, 27, 20, 6]]], [[22, [22]]]]]",378.6476151587624,"[[[[0, [1]], [5, [5, 3, 4, 2, 10]], [3, []], [4, []], [7, [7, 11]], [1, []], [2, []], [11, []], [10, []], [8, [8]], [30, [30, 27, 6]], [6, []], [27, []], [22, [22]]], [[0, [18, 13, 19, 16, 23, 26, 29, 24]], [21, [21, 14, 15, 20]], [9, [12, 25, 9, 17, 28]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [25, []], [23, []], [26, []], [28, []], [29, []], [24, []], [20, []]]], [[[5, [5, 4, 10]]], [[5, [3, 2]]], [[21, [21, 14, 15, 20]]], [[7, [7, 11]]], [[8, [8]], [9, [9, 17]]], [[9, [12, 25, 28]]], [[30, [30, 27, 6]]], [[22, [22]]]]]",2.090909,5.818182,2.625,7.125,407.363,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,1,1,374.33479468189466,"[[[[0, [1]], [5, [5, 2, 16]], [2, []], [7, [7, 4, 3, 24, 22]], [4, []], [3, []], [1, []], [12, [12, 15, 20, 14]], [16, []], [14, []], [15, []], [25, [25, 30, 27]], [30, []], [27, []], [24, []], [22, []], [20, []]], [[0, []], [29, [29, 19, 23]], [6, [6, 28, 10]], [28, [9, 21, 8, 26, 13]], [26, []], [23, []], [19, []], [18, [18]], [17, [17, 11]], [13, []], [9, []], [11, []], [10, []], [8, []], [21, []]]], [[[5, [2, 16]]], [[29, [29, 19, 23]]], [[5, [5]]], [[7, [4, 22]]], [[7, [7, 3, 24]]], [[6, [6, 28, 10]]], [[28, [26, 13]]], [[28, [9, 21, 8]]], [[12, [12, 15, 20, 14]]], [[18, [18]]], [[17, [17, 11]]], [[25, [25, 30, 27]]]]]",,None,2.416667,6.833333,,,244.469,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,1,2,376.6844118355856,"[[[[0, [23, 26]], [5, [5, 14, 19, 16, 13]], [13, []], [14, []], [12, [12, 15, 17, 27, 24]], [16, []], [15, []], [19, []], [18, [18]], [17, []], [25, [25, 28, 20]], [23, []], [26, []], [28, []], [30, [30]], [27, []], [24, []], [22, [22]], [20, []]], [[0, [1]], [1, []], [3, [3, 4, 7, 11, 10]], [4, []], [7, []], [2, [2, 8, 21, 6]], [9, [9, 29]], [11, []], [10, []], [8, []], [21, []], [29, []], [6, []]]], [[[5, [13]]], [[5, [14, 19]]], [[5, [5, 16]]], [[3, [3, 4]]], [[3, [7, 11, 10]]], [[12, [12, 15, 17, 27, 24]]], [[2, [2, 8, 21, 6]]], [[18, [18]]], [[9, [9, 29]]], [[25, [25, 28, 20]]], [[30, [30]]], [[22, [22]]]]]",409.6703027083876,"[[[[0, []], [5, [5, 26]], [2, [2, 10]], [9, [9, 22]], [11, [11, 29]], [10, [20, 6]], [8, [8, 21, 28]], [21, []], [22, []], [20, []], [29, []], [26, []], [28, []], [6, []]], [[0, [1]], [4, [4, 3, 19]], [3, []], [7, [7, 14, 23]], [1, []], [12, [12, 16, 15, 17, 13, 24]], [14, []], [16, []], [15, []], [19, []], [18, [18]], [17, []], [13, []], [23, []], [25, [25, 30, 27]], [30, []], [24, []], [27, []]]], [[[4, [4, 3, 19]]], [[5, [5, 26]]], [[2, [2, 10]]], [[7, [7, 14, 23]]], [[9, [9, 22]]], [[11, [11, 29]]], [[10, [20, 6]], [12, [15, 17, 24]]], [[8, [8, 21, 28]]], [[12, [12, 16, 13]]], [[18, [18]]], [[25, [25, 30, 27]]]]]",2.25,6.5,2.636364,7.454545,172.24,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,1,3,381.0,"[[[[0, [5, 2, 1, 13, 29]], [5, []], [2, []], [7, [7, 3, 4]], [3, []], [4, []], [1, []], [13, []], [17, [17, 25, 6, 24, 20]], [25, []], [29, []], [6, []], [24, []], [20, []]], [[0, [14, 26, 28, 19, 18, 16, 23]], [8, [8, 10, 11, 12, 15, 30, 27]], [10, []], [11, []], [9, [9, 22]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [23, []], [26, []], [28, []], [30, []], [27, []], [22, []], [21, [21]]]], [[[7, [7, 3, 4]]], [[8, [12, 15, 30, 27]]], [[8, [8, 10, 11]]], [[9, [9, 22]]], [[17, [17, 25, 6, 24, 20]]], [[21, [21]]]]]",414.6476151587624,"[[[[0, []], [5, [5, 16]], [10, [10, 13]], [8, [8, 15, 18, 14]], [9, [9, 12, 19]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17, 6, 21, 29, 30, 27]], [13, []], [30, []], [21, []], [27, []], [6, []], [29, []]], [[0, [1]], [11, [11, 4, 26, 23]], [4, []], [7, [7, 3, 24, 2, 20]], [3, []], [1, []], [2, []], [25, [25, 22]], [23, []], [26, []], [28, [28]], [22, []], [24, []], [20, []]]], [[[5, [5, 16]]], [[10, [10, 13]], [11, [23]]], [[11, [11, 4, 26]]], [[8, [14]]], [[8, [8, 15, 18]]], [[7, [7, 3, 24]]], [[7, [2, 20]]], [[9, [9, 12, 19]]], [[17, [6, 21, 30, 27]]], [[17, [17, 29]]], [[25, [25, 22]]], [[28, [28]]]]]",3.0,6.666667,2.416667,6.833333,137.94,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,1,4,377.6155281280883,"[[[[0, [1]], [2, [2, 3, 13]], [3, []], [4, [4, 7, 14]], [7, []], [1, []], [12, [12, 15, 25, 19, 18, 16]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17, 30]], [13, []], [25, []], [30, []], [27, [27, 22]], [22, []]], [[0, [23]], [5, [5]], [8, [8, 28, 6]], [11, [11, 29]], [10, [10, 26]], [9, [9, 20, 21, 24]], [23, []], [26, []], [28, []], [6, []], [29, []], [24, []], [21, []], [20, []]]], [[[2, [13]]], [[2, [2, 3]]], [[5, [5]]], [[4, [4, 7, 14]]], [[8, [8, 28, 6]]], [[11, [11, 29]]], [[10, [10, 26]]], [[9, [9, 20, 21, 24]]], [[12, [12, 19, 16]]], [[12, [15, 25, 18]]], [[17, [17, 30]]], [[27, [27, 22]]]]]",,None,2.333333,6.75,,,233.124,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,1,5,381.809310032716,"[[[[0, [1, 13, 16]], [5, [5, 4]], [2, [2, 3]], [3, []], [4, []], [7, [7, 14, 15]], [1, []], [12, [12, 25, 30, 27]], [14, []], [16, []], [15, []], [13, []], [25, []], [30, []], [29, [29]], [27, []], [24, [24]]], [[0, [11]], [22, [22, 10]], [6, [6, 9, 8, 21, 20, 18]], [28, [28, 17]], [26, [26, 23, 19]], [23, []], [18, []], [19, []], [17, []], [9, []], [11, []], [10, []], [8, []], [21, []], [20, []]]], [[[22, [22, 10]]], [[5, [5, 4]]], [[2, [2, 3]]], [[6, [18]]], [[6, [6, 9, 8, 21, 20]]], [[7, [7, 14, 15]]], [[28, [28, 17]]], [[12, [12, 25, 30, 27]]], [[26, [26, 23, 19]]], [[29, [29]]], [[24, [24]]]]]",,None,2.363636,6.454545,,,150.106,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,2,1,381.02854651508335,"[[[[0, [1]], [2, [2, 3]], [7, [7, 4, 13]], [4, []], [3, []], [1, []], [13, []], [25, [25, 11]], [9, [9]], [11, []], [8, [8, 21, 30, 22, 27]], [21, []], [30, []], [27, []], [22, []]], [[0, [23]], [5, [5, 26, 29, 16]], [10, [10, 19, 24]], [12, [12, 15, 17, 28, 20, 14]], [14, []], [16, []], [15, []], [19, []], [18, [18]], [17, []], [23, []], [26, []], [28, []], [6, [6]], [29, []], [24, []], [20, []]]], [[[2, [2, 3]]], [[5, [26, 29]]], [[5, [5, 16]]], [[7, [7, 4, 13]]], [[10, [10, 19, 24]]], [[12, [17, 28]]], [[12, [12, 15, 20, 14]]], [[18, [18]]], [[6, [6]]], [[25, [25, 11]]], [[9, [9]]], [[8, [8, 21, 22]]], [[8, [30, 27]]]]]",401.6155281280883,"[[[[0, [1]], [2, [2, 3, 26]], [1, []], [7, [7, 4, 5]], [3, []], [4, []], [5, []], [8, [8, 21, 30]], [21, []], [30, []], [28, [28]], [26, []], [25, [25, 20, 22]], [22, []], [20, []]], [[0, [16, 23]], [10, [10, 19]], [11, [11, 29]], [9, [9, 13]], [13, []], [15, [15, 17, 6, 27]], [19, []], [16, []], [12, [12, 14, 24]], [14, []], [17, []], [18, [18]], [23, []], [6, []], [29, []], [27, []], [24, []]]], [[[10, [10, 19]], [2, [26]]], [[2, [2, 3]]], [[7, [7, 4, 5]]], [[11, [11, 29]]], [[9, [9, 13]]], [[15, [15, 17, 6, 27]]], [[12, [12, 14, 24]]], [[8, [8, 21, 30]]], [[18, [18]]], [[28, [28]]], [[25, [25, 20, 22]]]]]",2.153846,6.230769,2.454545,7.181818,390.112,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,2,2,381.0812802655035,"[[[[0, [1]], [4, [4, 3]], [3, []], [7, [7, 2, 10]], [1, []], [2, []], [9, [9, 6, 29]], [10, []], [8, [8, 24, 20]], [21, [21, 22]], [22, []], [6, []], [29, []], [24, []], [20, []]], [[0, [23]], [5, [5, 16, 13, 26]], [11, [11, 19]], [17, [17, 18]], [18, []], [19, []], [14, [14, 25]], [12, [12, 15, 28]], [16, []], [15, []], [13, []], [25, []], [23, []], [26, []], [28, []], [30, [30, 27]], [27, []]]], [[[5, [16, 13]]], [[5, [5, 26]]], [[11, [11, 19]]], [[4, [4, 3]]], [[7, [7, 2, 10]]], [[17, [17, 18]]], [[14, [14, 25]]], [[12, [12, 15, 28]]], [[9, [9, 6, 29]]], [[8, [8, 24, 20]]], [[30, [30, 27]]], [[21, [21, 22]]]]]",425.298221281347,"[[[[0, [26]], [29, [29, 2, 23]], [6, [6, 24, 22]], [24, []], [21, [21, 5, 25, 27]], [5, []], [2, []], [9, [9, 30, 20, 28]], [25, []], [23, []], [26, []], [28, []], [30, []], [27, []], [22, []], [20, []]], [[0, [16, 1]], [11, [11]], [17, [17, 18]], [16, []], [12, [12, 14, 15, 4]], [14, []], [15, []], [19, [19, 13]], [18, []], [13, []], [1, []], [7, [7, 3, 10]], [3, []], [4, []], [10, []], [8, [8]]]], [[[11, [11]], [29, [2]]], [[29, [29, 23]]], [[6, [6, 24, 22]]], [[17, [17, 18]]], [[12, [12, 14, 15, 4]]], [[19, [19, 13]]], [[21, [21, 5, 25, 27]]], [[9, [20, 28]]], [[7, [7, 3, 10]]], [[9, [9, 30]]], [[8, [8]]]]]",2.333333,6.75,2.454545,7.0,340.27,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,2,3,376.0,"[[[[0, [26, 13]], [5, [5, 23]], [10, [10, 11]], [11, []], [8, [8, 29]], [25, [25, 28, 6, 20]], [13, []], [18, [18]], [23, []], [26, []], [28, []], [6, []], [29, []], [30, [30, 27, 24]], [27, []], [24, []], [20, []]], [[0, [1]], [2, [2]], [3, [3, 4, 19]], [4, []], [7, [7, 14, 15]], [1, []], [12, [12, 21, 9, 17, 16, 22]], [14, []], [16, []], [15, []], [19, []], [17, []], [9, []], [21, []], [22, []]]], [[[5, [5, 23]]], [[2, [2]]], [[10, [10, 11]]], [[3, [3, 4, 19]]], [[8, [8, 29]]], [[7, [7, 14, 15]]], [[25, [25, 28, 6, 20]]], [[18, [18]]], [[12, [21, 9, 17]]], [[12, [12, 16, 22]]], [[30, [30, 27, 24]]]]]",,None,2.454545,6.727273,,,601.668,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,2,4,380.84646652248966,"[[[[0, []], [2, [2, 4, 16, 19, 22]], [4, []], [3, [3, 1]], [7, [7, 18, 15]], [1, []], [12, [12, 14, 20, 30]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, [17, 13]], [13, []], [30, []], [22, []], [20, []]], [[0, [29, 26, 23]], [5, [5, 10]], [21, [21, 24, 11]], [24, []], [27, [27, 6, 28]], [29, []], [6, []], [28, []], [26, []], [23, []], [25, [25, 9, 8]], [9, []], [11, []], [10, []], [8, []]]], [[[5, [5, 10]]], [[2, [19, 22]]], [[2, [2, 4, 16]]], [[3, [3, 1]]], [[21, [21, 24, 11]]], [[7, [7, 18, 15]]], [[27, [27, 6, 28]]], [[12, [30]]], [[12, [12, 14, 20]]], [[17, [17, 13]]], [[25, [25, 9, 8]]]]]",431.0,"[[[[0, [5, 2, 11, 16]], [2, [1, 3]], [1, []], [7, [7, 4, 10, 9, 8, 21]], [3, []], [4, []], [5, []], [10, []], [11, []], [12, [12, 14]], [14, []], [16, []], [9, []], [8, []], [22, [22]], [21, []]], [[0, [26, 23, 13]], [29, [29, 19]], [6, [6, 24]], [28, [28, 17]], [26, [20, 18, 15]], [23, []], [19, []], [18, []], [17, []], [15, []], [13, []], [25, [25, 27, 30]], [24, []], [27, []], [30, []], [20, []]]], [[[2, [1, 3]]], [[29, [29, 19]]], [[6, [6, 24]], [7, [7, 4, 10]]], [[7, [9, 8, 21]]], [[28, [28, 17]]], [[26, [20, 18, 15]]], [[12, [12, 14]]], [[22, [22]]], [[25, [25, 27, 30]]]]]",2.454545,7.090909,2.555556,6.888889,336.036,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,2,5,377.0,"[[[[0, []], [5, [5, 13, 2, 4]], [4, []], [3, [3, 1]], [7, [7, 14]], [1, []], [2, []], [9, [9, 15, 27, 17]], [12, [12, 16, 19, 18, 20, 24]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [27, []], [24, []], [20, []]], [[0, [26, 23]], [26, []], [28, [28, 6, 10]], [30, [30, 25, 8]], [29, [29, 11]], [6, []], [23, []], [25, []], [11, []], [10, []], [8, []], [21, [21, 22]], [22, []]]], [[[5, [2, 4]]], [[5, [5]]], [[5, [13]]], [[3, [3, 1]]], [[7, [7, 14]]], [[28, [28, 6, 10]]], [[30, [30, 25, 8]]], [[29, [29, 11]]], [[9, [9, 15, 27, 17]]], [[12, [19, 18]]], [[12, [12, 16, 20, 24]]], [[21, [21, 22]]]]]",393.3690199940605,"[[[[0, [1]], [2, [2, 11, 3, 4]], [1, []], [7, [7, 5, 14]], [3, []], [4, []], [5, []], [10, [10, 18, 19, 16, 20, 17, 15, 12]], [11, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, [9, 22]], [22, []], [20, []]], [[0, [26, 29, 13]], [24, [24, 23]], [6, [6, 28, 21]], [28, []], [26, []], [23, []], [25, [25, 30, 27]], [13, []], [27, []], [29, []], [30, []], [21, []], [8, [8]]]], [[[2, [2, 11]]], [[2, [3, 4]]], [[7, [14]], [24, [24, 23]]], [[7, [7, 5]]], [[6, [6, 28, 21]]], [[10, [19, 16]]], [[10, [10, 18]]], [[10, [20, 17, 15, 12]]], [[25, [25, 30, 27]]], [[8, [8]]], [[9, [9, 22]]]]]",2.333333,6.833333,2.363636,6.363636,528.902,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,3,1,382.0,"[[[[0, [26]], [29, [29, 11]], [28, [28, 10]], [26, []], [23, [12, 19, 23, 16]], [17, [17, 18]], [18, []], [19, []], [14, [14, 15]], [12, []], [16, []], [15, [13]], [13, []], [25, [25, 9]], [9, []], [11, []], [10, []]], [[0, [1]], [4, [4, 3]], [3, []], [7, [7, 2, 24]], [1, []], [2, []], [5, [5]], [8, [8, 22]], [22, []], [27, [27, 30, 6]], [30, []], [6, []], [24, []], [20, [20, 21]], [21, []]]], [[[29, [29, 11]]], [[4, [4, 3]]], [[28, [28, 10]]], [[7, [7, 2, 24]]], [[23, [12, 19, 23, 16]]], [[17, [17, 18]]], [[5, [5]]], [[8, [8, 22]]], [[14, [14, 15]]], [[15, [13]]], [[27, [27, 30, 6]]], [[20, [20, 21]]], [[25, [25, 9]]]]]",468.20937271229855,"[[[[0, []], [2, [2, 26, 23]], [5, [5]], [8, [8, 27, 28]], [27, []], [26, []], [28, []], [23, []], [25, [25, 30, 21]], [21, []], [30, []], [6, [6, 29]], [29, []], [22, [22]]], [[0, []], [24, [24, 1]], [20, [20, 14]], [9, [9, 15, 17, 4]], [12, [12, 13, 16]], [14, []], [16, []], [15, []], [19, [19, 18]], [18, []], [17, []], [13, []], [11, [11, 3]], [10, [10, 7]], [7, []], [3, []], [4, []], [1, []]]], [[[24, [1]]], [[2, [2, 26, 23]]], [[24, [24]], [5, [5]]], [[20, [20, 14]]], [[8, [8, 27, 28]]], [[9, [9, 15, 17, 4]]], [[12, [12, 13, 16]]], [[25, [25, 30, 21]]], [[19, [19, 18]]], [[11, [11, 3]]], [[10, [10, 7]]], [[6, [6, 29]]], [[22, [22]]]]]",2.153846,6.076923,2.307692,6.615385,634.361,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,3,2,377.08318915758457,"[[[[0, [1]], [4, [4, 3, 16]], [3, []], [7, [7, 19]], [1, []], [12, [12, 14, 15]], [14, []], [16, []], [15, []], [19, []], [9, [9, 11, 10, 8, 21]], [11, []], [10, []], [8, []], [21, []]], [[0, [13, 23, 26]], [5, [5]], [2, [2, 29]], [25, [25, 28, 6, 20]], [13, []], [17, [17, 18]], [18, []], [23, []], [26, []], [28, []], [6, []], [29, []], [30, [30, 24]], [27, [27, 22]], [24, []], [22, []], [20, []]]], [[[4, [4, 3, 16]]], [[5, [5]]], [[2, [2, 29]]], [[7, [7, 19]]], [[25, [25, 28, 6, 20]]], [[17, [17, 18]]], [[30, [30, 24]]], [[12, [12, 14, 15]]], [[9, [11, 10]]], [[9, [9, 8, 21]]], [[27, [27, 22]]]]]",447.3238075793812,"[[[[0, [1]], [1, [19]], [7, [7, 3, 4]], [3, []], [4, []], [10, [10, 13]], [13, []], [15, [15, 14, 16]], [19, []], [14, []], [16, []], [30, [30, 29, 27, 21, 20]], [29, []], [24, [24, 22]], [27, []], [22, []], [21, []], [20, []]], [[0, [23, 26]], [5, [5]], [2, [2, 11]], [11, []], [9, [9, 12, 17]], [12, [25, 18]], [17, []], [18, []], [23, []], [26, []], [28, [28, 6, 8]], [6, []], [25, []], [8, []]]], [[[5, [5]], [1, [19]]], [[7, [7, 3, 4]]], [[2, [2, 11]]], [[9, [9, 12, 17]]], [[12, [25, 18]]], [[10, [10, 13]]], [[15, [15, 14, 16]]], [[28, [28, 6, 8]]], [[30, [29]]], [[30, [30, 27, 21, 20]]], [[24, [24, 22]]]]]",2.363636,6.636364,2.454545,7.090909,562.975,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,3,3,378.0,"[[[[0, [1]], [4, [4, 3, 19]], [3, []], [7, [7, 2, 16]], [1, []], [2, []], [9, [9, 12, 15, 27]], [12, []], [14, [14, 20, 17, 18]], [16, []], [15, []], [19, []], [18, []], [17, []], [13, [13]], [25, [25, 22]], [27, []], [22, []], [20, []]], [[0, [23]], [5, [5, 29, 10, 26]], [10, []], [21, [21, 6, 11]], [24, [24, 28]], [30, [30, 8]], [29, []], [6, []], [28, []], [26, []], [23, []], [11, []], [8, []]]], [[[5, [29, 10]]], [[4, [4, 3, 19]]], [[5, [5, 26]]], [[7, [7, 2, 16]]], [[21, [21, 6, 11]]], [[24, [24, 28]]], [[30, [30, 8]]], [[9, [9, 12, 15, 27]]], [[14, [14, 20]]], [[14, [17, 18]]], [[13, [13]]], [[25, [25, 22]]]]]",408.6619037896906,"[[[[0, []], [5, [5, 13, 16]], [8, [8, 19, 17, 29]], [27, [27, 25, 12, 14]], [25, []], [13, [15, 18, 6, 24, 22]], [12, []], [14, []], [16, []], [15, []], [19, []], [17, []], [18, []], [6, []], [29, []], [24, []], [22, []]], [[0, [1]], [2, [2, 4, 23]], [1, []], [3, [3, 11]], [7, [7, 26]], [4, []], [10, [10]], [11, []], [9, [9, 28]], [23, []], [26, []], [28, []], [30, [30, 21, 20]], [21, []], [20, []]]], [[[5, [13, 16]]], [[2, [2, 4, 23]]], [[5, [5]]], [[8, [19, 29]]], [[3, [3, 11]]], [[8, [8, 17]]], [[7, [7, 26]]], [[27, [27, 25, 12, 14]]], [[13, [15, 18]], [10, [10]]], [[13, [6, 24, 22]]], [[9, [9, 28]]], [[30, [30, 21, 20]]]]]",2.333333,6.75,2.416667,6.833333,624.277,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,3,4,369.0,"[[[[0, [23]], [5, [5, 29, 26]], [21, [21, 22, 24]], [22, []], [27, [27, 6, 28]], [6, []], [28, []], [26, []], [23, []], [25, [25, 30, 20]], [30, []], [29, []], [24, []], [20, []]], [[0, [1, 13]], [2, [2, 19, 4]], [7, [7, 3, 16, 14, 10]], [3, []], [4, []], [1, []], [12, [12, 18, 17, 8, 15, 9, 11]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [9, []], [11, []], [10, []], [8, []]]], [[[5, [29, 26]]], [[5, [5]]], [[2, [2, 19, 4]]], [[7, [14, 10]]], [[7, [7, 3, 16]]], [[21, [21, 22, 24]]], [[27, [27, 6, 28]]], [[12, [18]]], [[12, [15, 9, 11]]], [[12, [12, 17, 8]]], [[25, [25, 30, 20]]]]]",390.7708432922931,"[[[[0, []], [26, [26, 23]], [28, [28, 10]], [6, [6, 30, 8]], [29, [29, 11, 9, 21]], [30, []], [23, []], [25, [25, 22]], [9, []], [11, []], [10, []], [8, []], [21, []], [22, []]], [[0, [1]], [5, [5, 4, 19, 16]], [2, [2, 3]], [7, [7, 14]], [3, []], [4, []], [1, [20, 12, 13, 15]], [13, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, [18, 24]], [17, [17, 27]], [27, []], [24, []], [20, []]]], [[[5, [4, 19]], [26, [26, 23]]], [[5, [5, 16]]], [[2, [2, 3]]], [[7, [7, 14]]], [[28, [28, 10]]], [[1, [20, 12, 13, 15]]], [[6, [6, 30, 8]]], [[29, [29, 11]]], [[29, [9, 21]]], [[25, [25, 22]]], [[18, [18, 24]]], [[17, [17, 27]]]]]",2.454545,6.909091,2.416667,6.833333,633.036,OK
test_data\data_demand_random\30\C201_0.5.dat,8,120,3,5,383.6124969497314,"[[[[0, []], [5, [5, 1, 19, 23, 26]], [4, [7, 3, 4]], [3, []], [7, []], [1, []], [17, [17, 18]], [19, []], [18, []], [23, []], [26, []], [28, [28]], [27, [27, 22]], [22, []]], [[0, []], [2, [2, 11]], [11, []], [10, [10, 14]], [8, [8, 15, 13]], [21, [21, 12, 30, 6]], [9, [9, 16, 25, 29, 24, 20]], [12, []], [14, []], [16, []], [15, []], [13, []], [25, []], [30, []], [6, []], [29, []], [24, []], [20, []]]], [[[5, [5, 19]]], [[2, [2, 11]]], [[5, [1, 23, 26]]], [[4, [7, 3, 4]]], [[10, [10, 14]]], [[8, [8, 15, 13]]], [[21, [21, 12, 30, 6]]], [[9, [16, 29]]], [[9, [9, 25, 24, 20]]], [[17, [17, 18]]], [[28, [28]]], [[27, [27, 22]]]]]",415.8980941733875,"[[[[0, []], [29, [29, 3]], [6, [6, 1]], [30, [30, 7, 4]], [25, [25, 13]], [13, []], [1, []], [7, []], [3, []], [4, []], [8, [8, 21, 20]], [21, []], [20, []]], [[0, []], [5, [5, 16, 23]], [2, [2, 11]], [11, []], [10, [10, 24]], [9, [9, 15, 19]], [17, [17, 14]], [16, []], [12, [12]], [14, []], [15, []], [19, []], [18, [18, 26, 28]], [23, []], [26, []], [28, []], [27, [27, 22]], [22, []], [24, []]]], [[[29, [29, 3]]], [[5, [5, 16, 23]]], [[2, [2, 11]]], [[10, [10, 24]]], [[6, [6, 1]]], [[9, [9, 15, 19]]], [[30, [30, 7, 4]]], [[17, [17, 14]]], [[12, [12]], [25, [25, 13]]], [[18, [18, 26]]], [[18, [28]]], [[8, [8, 21, 20]]], [[27, [27, 22]]]]]",2.5,7.166667,2.307692,6.615385,670.736,OK
