instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,90,2,3,1093.805844,"[[[[0, [1, 3, 4]], [8, [8]], [3, []], [13, [13, 18, 21, 14, 19, 16, 15]], [4, []], [15, []], [18, []], [21, []], [14, []], [1, []], [22, [22, 24, 23, 17, 11]], [24, []], [23, []], [39, [39, 38, 36, 37]], [38, []], [36, []], [37, []], [19, []], [16, []], [17, []], [11, []], [47, [47, 48, 49]], [48, []], [49, []]], [[0, [5, 2]], [10, [10, 12, 7, 9, 6, 20]], [12, []], [7, []], [9, []], [6, []], [5, []], [31, [31, 34, 32, 33, 28, 26, 25, 27]], [34, []], [32, []], [33, []], [28, []], [2, []], [20, []], [40, [40]], [26, []], [27, []], [42, [42, 41, 44, 43, 45, 35, 30]], [41, []], [44, []], [43, []], [45, []], [25, []], [35, []], [50, [50, 46, 29]], [46, []], [30, []], [29, []]]], [[[10, [10, 12, 7, 9, 6, 20]]], [[8, [8]]], [[13, [13, 18, 21, 14, 19, 16, 15]]], [[22, [22, 24, 23, 17, 11]]], [[31, [31, 34, 32, 33, 28, 26, 25, 27]]], [[39, [39, 38, 36, 37]]], [[40, [40]]], [[42, [42, 41, 44, 43, 45, 35, 30]]], [[47, [47, 48, 49]]], [[50, [50, 46, 29]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,90,2,4,1093.805844,"[[[[0, [2]], [27, [27, 26, 17, 18, 19, 20, 16]], [26, []], [17, []], [18, []], [19, []], [20, []], [2, []], [16, []], [37, [37, 36, 38, 39, 40]], [36, []], [38, []], [39, []], [40, []], [47, [47, 48, 49]], [48, []], [49, []]], [[0, [4, 1, 5]], [1, [3]], [12, [12, 13, 6, 9, 8, 11, 10, 7]], [13, []], [3, []], [4, []], [6, []], [9, []], [8, []], [11, []], [10, []], [7, []], [5, []], [21, [21, 22, 15, 14, 23, 24, 25]], [22, []], [15, []], [14, []], [23, []], [24, []], [29, [29, 31, 34, 30, 33, 35, 32, 28]], [31, []], [34, []], [30, []], [33, []], [35, []], [32, []], [28, []], [42, [42, 41, 44, 45, 46, 43]], [41, []], [44, []], [43, []], [45, []], [25, []], [46, []], [50, [50]]]], [[[27, [27, 26, 17, 18, 19, 20, 16]]], [[1, [3]]], [[12, [12, 13, 6, 9, 8, 11, 10, 7]]], [[21, [21, 22, 15, 14, 23, 24, 25]]], [[29, [29, 31, 34, 30, 33, 35, 32, 28]]], [[37, [37, 36, 38, 39, 40]]], [[42, [42, 41, 44, 45, 46, 43]]], [[47, [47, 48, 49]]], [[50, [50]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,90,2,5,1093.805844,"[[[[0, [5, 4]], [13, [13]], [9, [9, 11, 8, 18, 14, 17, 16, 20]], [11, []], [8, []], [18, []], [5, []], [4, []], [14, []], [17, []], [16, []], [20, []], [23, [23, 15, 27, 26, 24]], [15, []], [40, [40, 28]], [27, []], [42, [42, 41, 44, 43, 45, 35]], [41, []], [44, []], [43, []], [45, []], [26, []], [24, []], [35, []], [50, [50, 46]], [46, []], [28, []]], [[0, [1, 2, 3]], [2, []], [3, []], [6, [6, 10, 12, 7, 21, 19]], [10, []], [12, []], [7, []], [1, []], [21, []], [22, [22]], [34, [34, 31, 29, 30, 32, 33, 25]], [31, []], [29, []], [30, []], [32, []], [33, []], [25, []], [36, [36, 37, 38, 39]], [37, []], [38, []], [39, []], [19, []], [49, [49, 47, 48]], [47, []], [48, []]]], [[[6, [6, 10, 12, 7, 21, 19]]], [[13, [13]]], [[9, [9, 11, 8, 18, 14, 17, 16, 20]]], [[22, [22]]], [[23, [23, 15, 27, 26, 24]]], [[34, [34, 31, 29, 30, 32, 33, 25]]], [[36, [36, 37, 38, 39]]], [[40, [40, 28]]], [[42, [42, 41, 44, 43, 45, 35]]], [[49, [49, 47, 48]]], [[50, [50, 46]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,2,1,1093.805844,"[[[[0, [2]], [13, [13, 9, 8, 10, 12, 14, 16, 18]], [9, []], [8, []], [10, []], [12, []], [14, []], [16, []], [18, []], [2, []], [22, [22, 25, 33, 28, 29, 31, 34, 30]], [25, []], [33, []], [28, []], [29, []], [31, []], [34, []], [30, []], [32, [32, 35, 24]], [35, []], [24, []], [42, [42, 41, 44, 43, 45, 46]], [41, []], [44, []], [43, []], [45, []], [50, [50]], [46, []]], [[0, [4, 3, 1]], [20, [20, 7, 11, 15, 17, 19, 6, 5]], [5, []], [4, []], [3, []], [1, []], [7, []], [11, [21, 23, 26, 27]], [6, []], [15, []], [17, []], [19, []], [21, []], [23, []], [26, []], [27, []], [40, [40, 38, 36, 37, 39]], [39, []], [38, []], [36, []], [37, []], [49, [49, 47, 48]], [47, []], [48, []]]], [[[20, [20, 7, 11, 15, 17, 19, 6, 5]]], [[13, [13, 9, 8, 10, 12, 14, 16, 18]]], [[11, [21, 23, 26, 27]]], [[22, [22, 25, 33, 28, 29, 31, 34, 30]]], [[32, [32, 35, 24]]], [[40, [40, 38, 36, 37, 39]]], [[42, [42, 41, 44, 43, 45, 46]]], [[49, [49, 47, 48]]], [[50, [50]]]]]",1093.805844,"[[[[0, [5, 2, 3, 4]], [9, [9, 6, 13]], [6, [20, 21, 17, 16, 18]], [13, []], [5, []], [2, []], [20, []], [21, []], [24, [24, 25]], [25, []], [34, [34, 31, 29, 32, 22, 19]], [31, []], [29, []], [32, []], [3, []], [4, []], [22, []], [17, []], [16, []], [18, []], [19, []], [42, [42, 41, 44, 43, 45, 23, 33, 35]], [41, []], [44, []], [43, []], [45, []], [23, []], [33, []], [35, []], [50, [50, 46, 30, 28]], [46, []], [30, []], [28, []]], [[0, [1]], [14, [14, 8, 12, 7, 10, 15, 11]], [8, []], [12, []], [1, []], [7, []], [10, []], [15, []], [11, []], [26, [26, 27]], [27, []], [40, [40, 39, 38, 37, 36]], [39, []], [38, []], [37, []], [36, []], [49, [49, 47, 48]], [47, []], [48, []]]], [[[14, [14, 8, 12, 7, 10, 15, 11]]], [[9, [9, 6, 13]]], [[6, [20, 21, 17, 16, 18]]], [[26, [26, 27]], [24, [24, 25]]], [[34, [34, 31, 29, 32, 22, 19]]], [[40, [40, 39, 38, 37, 36]]], [[42, [42, 41, 44, 43, 45, 23, 33, 35]]], [[49, [49, 47, 48]]], [[50, [50, 46, 30, 28]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,2,2,1093.805844,"[[[[0, [5, 3]], [3, []], [28, [28, 29, 34, 31, 32, 30, 23, 26]], [29, []], [34, []], [31, []], [32, []], [30, []], [5, []], [23, []], [26, []], [27, [27, 33, 35, 6]], [40, [40]], [42, [42, 41, 44, 43, 45, 46]], [41, []], [44, []], [43, []], [45, []], [33, []], [35, []], [50, [50]], [46, []], [6, []]], [[0, [2, 4, 1]], [13, [13, 7, 9, 12, 11, 21, 20, 19]], [7, []], [9, []], [12, []], [11, []], [2, []], [22, [22, 25, 24, 18, 17, 16, 14, 15]], [25, []], [24, []], [21, []], [20, []], [19, []], [18, []], [17, []], [16, []], [38, [38, 37, 36, 39, 10, 8]], [37, []], [36, []], [39, []], [14, []], [15, []], [4, []], [1, []], [10, []], [8, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[13, [13, 7, 9, 12, 11, 21, 20, 19]]], [[22, [22, 25, 24, 18, 17, 16, 14, 15]]], [[28, [28, 29, 34, 31, 32, 30, 23, 26]]], [[27, [27, 33, 35, 6]]], [[38, [38, 37, 36, 39, 10, 8]]], [[40, [40]]], [[42, [42, 41, 44, 43, 45, 46]]], [[47, [47, 48, 49]]], [[50, [50]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,2,3,1093.805844,"[[[[0, []], [7, [7]], [19, [19, 9, 14, 16, 18, 20]], [9, []], [14, []], [16, []], [18, []], [20, []], [22, [22, 25]], [25, []], [40, [40, 36, 37, 38, 39]], [39, []], [36, []], [37, []], [38, []], [49, [49, 48, 47]], [48, []], [47, []]], [[0, [3, 5, 4]], [2, [1, 2]], [12, [12, 8, 10, 6, 11, 13]], [8, []], [10, []], [1, []], [6, []], [11, []], [13, []], [3, []], [5, []], [4, []], [15, [15, 17, 21, 23, 26, 27, 24]], [17, []], [21, []], [23, []], [24, []], [26, []], [27, []], [28, [28, 29, 31, 34, 33, 35, 32]], [29, []], [31, []], [34, []], [33, []], [35, []], [32, []], [42, [42, 44, 43, 45, 30, 41]], [41, []], [44, []], [43, []], [45, []], [30, []], [46, [46, 50]], [50, []]]], [[[2, [1, 2]]], [[7, [7]]], [[12, [12, 8, 10, 6, 11, 13]]], [[19, [19, 9, 14, 16, 18, 20]]], [[15, [15, 17, 21, 23, 26, 27, 24]]], [[22, [22, 25]]], [[28, [28, 29, 31, 34, 33, 35, 32]]], [[40, [40, 36, 37, 38, 39]]], [[42, [42, 44, 43, 45, 30, 41]]], [[46, [46, 50]]], [[49, [49, 48, 47]]]]]",1093.805844,"[[[[0, [5, 4, 2]], [10, [10, 8, 6]], [8, []], [6, [14, 15, 18, 17, 21]], [14, []], [5, []], [4, []], [15, []], [18, []], [17, []], [27, [27, 22, 25]], [21, []], [22, [34, 31, 29, 28, 23]], [2, []], [25, []], [34, []], [31, []], [29, []], [28, []], [23, []], [42, [42, 41, 44, 43, 45, 24, 30, 35]], [41, []], [44, []], [43, []], [45, []], [24, []], [30, []], [46, [46, 50, 33, 32]], [50, []], [35, []], [33, []], [32, []]], [[0, [3, 1]], [9, [9, 13]], [20, [20, 7, 11, 12, 16, 19]], [3, []], [7, []], [1, []], [11, []], [12, []], [16, []], [26, [26]], [40, [40, 39, 38, 37, 36]], [19, []], [39, []], [38, []], [37, []], [36, []], [49, [49, 48, 47]], [48, []], [47, []], [13, []]]], [[[10, [10, 8, 6]]], [[9, [9, 13]]], [[6, [14, 15, 18, 17, 21]]], [[20, [20, 7, 11, 12, 16, 19]]], [[26, [26]], [27, [27, 22, 25]]], [[22, [34, 31, 29, 28, 23]]], [[40, [40, 39, 38, 37, 36]]], [[42, [42, 41, 44, 43, 45, 24, 30, 35]]], [[49, [49, 48, 47]]], [[46, [46, 50, 33, 32]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,2,4,1087.078866,"[[[[0, [3, 2]], [8, [8]], [9, [9, 14, 17, 6, 19, 16, 15, 10]], [10, []], [2, []], [14, []], [17, []], [6, []], [19, []], [16, []], [15, []], [36, [36, 37, 38, 39, 20, 25, 26]], [37, []], [38, []], [39, []], [20, []], [40, [40, 44, 41, 43, 45, 35, 33]], [41, []], [44, []], [43, []], [45, []], [26, []], [25, []], [35, []], [50, [50, 46, 32]], [46, []], [33, []], [32, []], [3, []]], [[0, [1, 4, 5]], [13, [13]], [18, [18, 21, 7, 11, 12]], [27, [27, 24, 23, 22]], [23, []], [21, []], [22, []], [5, []], [7, [28, 29, 31, 34, 30]], [11, []], [1, []], [28, []], [29, []], [31, []], [34, []], [30, []], [24, []], [42, [42]], [4, []], [12, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[8, [8]]], [[13, [13]]], [[18, [18, 21, 7, 11, 12]]], [[9, [9, 14, 17, 6, 19, 16, 15, 10]]], [[27, [27, 24, 23, 22]]], [[7, [28, 29, 31, 34, 30]]], [[36, [36, 37, 38, 39, 20, 25, 26]]], [[42, [42]]], [[40, [40, 44, 41, 43, 45, 35, 33]]], [[47, [47, 48, 49]]], [[50, [50, 46, 32]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,2,5,1198.231056,"[[[[0, [1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 26, 27]], [1, []], [3, []], [5, []], [7, []], [9, []], [11, []], [13, []], [15, []], [17, []], [19, []], [21, []], [23, []], [26, []], [27, []], [29, [46, 29, 34, 31, 33, 32, 30, 35]], [34, []], [31, []], [33, []], [32, []], [30, []], [35, []], [46, []], [50, [50, 47, 48, 49]], [47, []], [48, []], [49, []]], [[0, [2, 4, 6, 8, 10, 12, 14, 16, 18, 20]], [2, []], [4, []], [6, []], [8, []], [10, []], [12, []], [14, [28, 22, 24, 25]], [16, []], [18, []], [20, []], [22, []], [24, [36, 38, 37, 39, 40, 41]], [25, []], [28, []], [36, [44, 43, 45, 42]], [38, []], [37, []], [39, []], [40, []], [41, []], [44, []], [43, []], [45, []], [42, []]]], [[[14, [28, 22, 24, 25]]], [[29, [46, 29, 34, 31, 33, 32, 30, 35]]], [[24, [36, 38, 37, 39, 40, 41]]], [[36, [44, 43, 45, 42]]], [[50, [50, 47, 48, 49]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,2,1,1233.70992,"[[[[0, [5, 8]], [8, []], [5, []], [20, [20, 9, 17, 18, 22]], [22, []], [9, []], [17, [38, 33, 19, 28, 27, 12, 11, 10]], [38, []], [18, []], [33, []], [19, []], [28, []], [27, []], [41, [41, 30, 32, 29, 39, 42, 34]], [42, []], [12, []], [11, []], [30, [50, 47, 46]], [10, []], [32, []], [50, []], [34, []], [29, []], [47, []], [46, []], [39, []]], [[0, [2, 4, 3, 1, 6]], [2, []], [1, []], [6, []], [16, [16, 14, 7, 13]], [14, []], [25, [25, 26]], [26, []], [21, [21, 24, 23]], [24, []], [23, []], [4, []], [3, []], [36, [36, 31]], [13, []], [35, [35, 37, 15]], [37, []], [7, [44, 48, 43, 49]], [44, []], [31, []], [48, []], [49, []], [43, []], [15, []], [45, [45, 40]], [40, []]]], [[[16, [16, 14, 7, 13]]], [[25, [25, 26]]], [[20, [20, 9, 17, 18]]], [[20, [22]]], [[21, [21, 24, 23]]], [[17, [28, 27, 12, 11]]], [[36, [36, 31]]], [[17, [38, 33, 19, 10]]], [[35, [35, 37, 15]]], [[41, [41, 30, 32, 29]]], [[41, [39, 42, 34]]], [[30, [50, 47, 46]]], [[7, [44, 48, 43, 49]]], [[45, [45, 40]]]]]",1264.615528,"[[[[0, [1, 4]], [14, [14, 18, 15, 19]], [18, []], [15, []], [26, [26, 13, 7]], [1, []], [13, [17]], [17, [28, 27, 31, 33]], [28, []], [19, []], [33, []], [40, [40, 41, 36]], [4, []], [7, []], [45, [45, 48, 43, 49, 44]], [41, []], [48, []], [27, []], [43, []], [49, []], [36, []], [31, []], [44, []]], [[0, [8, 11, 5, 6, 3, 2]], [8, []], [11, []], [5, []], [23, [23, 21, 9, 12]], [21, []], [24, [24, 20, 10, 29]], [16, [16, 25, 22]], [2, []], [6, []], [3, []], [25, [32, 37, 35, 30]], [32, []], [9, []], [22, []], [37, []], [35, []], [30, [38, 42, 39, 34]], [38, []], [20, [50, 47, 46]], [42, []], [50, []], [12, []], [10, []], [39, []], [34, []], [47, []], [29, []], [46, []]]], [[[14, [14, 18, 15, 19]]], [[23, [23, 21, 9, 12]]], [[24, [24, 20, 10, 29]]], [[26, [26, 13, 7]]], [[16, [16, 25, 22]]], [[13, [17]]], [[17, [28, 27, 31, 33]]], [[25, [32, 37, 35, 30]]], [[40, [40, 41, 36]]], [[30, [38, 42, 39, 34]]], [[45, [45, 48, 43, 49]]], [[45, [44]], [20, [50, 47, 46]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,2,2,1202.298221,"[[[[0, [1, 3]], [1, [9]], [9, []], [3, []], [26, [26, 22, 11, 12, 18, 8, 14]], [22, []], [11, []], [12, []], [18, []], [8, []], [31, [31, 36, 24, 29]], [36, []], [24, []], [14, []], [39, [39, 34, 23]], [29, []], [34, []], [46, [46, 47, 50, 45]], [47, []], [50, []], [45, []], [23, []], [40, [40]]], [[0, [5, 4, 6, 2]], [5, []], [4, []], [6, []], [2, []], [16, [16, 10, 17, 7]], [25, [25, 13, 19, 15]], [10, []], [17, []], [13, [28, 33, 20, 30]], [28, []], [19, []], [15, []], [33, []], [20, [37, 32, 35, 38]], [30, []], [37, []], [32, []], [35, [42, 41, 21, 27]], [42, []], [38, []], [41, [49, 44, 43, 48]], [43, []], [49, []], [27, []], [48, []], [21, []], [7, []], [44, []]]], [[[1, [9]]], [[16, [16, 10, 17, 7]]], [[26, [18, 8, 14]]], [[25, [25, 13, 19, 15]]], [[26, [26, 22, 11, 12]]], [[13, [28, 33, 20, 30]]], [[31, [31, 36, 24, 29]]], [[20, [37, 32, 35, 38]]], [[35, [42, 41, 21, 27]]], [[39, [39, 34, 23]]], [[41, [49, 44, 43, 48]]], [[46, [46, 47, 50, 45]]], [[40, [40]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,2,3,1225.083189,"[[[[0, [1, 3]], [3, []], [7, [7, 10, 12, 14]], [14, [19, 18, 9, 11]], [19, []], [18, []], [9, []], [11, []], [17, [17, 23, 25, 26]], [23, [38, 35, 30]], [38, []], [35, []], [1, []], [39, [39, 32, 27]], [25, []], [26, []], [10, []], [30, [50, 42, 48, 43, 49, 41, 45, 40]], [32, []], [50, []], [12, []], [42, []], [48, []], [43, []], [49, []], [27, []], [41, []], [45, []], [40, []]], [[0, [2, 5, 4, 6]], [2, []], [5, [8]], [8, []], [6, []], [4, [15, 13, 16]], [15, []], [13, []], [20, [20, 33, 28, 31]], [33, []], [28, []], [16, []], [36, [36, 21, 24, 22]], [31, []], [21, []], [24, [37, 34, 29]], [37, []], [22, []], [34, []], [29, []], [47, [47, 46, 44]], [46, []], [44, []]]], [[[5, [8]]], [[7, [7, 10, 12, 14]]], [[14, [19, 18, 9, 11]]], [[17, [17, 23, 25, 26]]], [[4, [15, 13, 16]]], [[20, [20, 33, 28, 31]]], [[23, [38, 35, 30]]], [[36, [36, 21, 24, 22]]], [[24, [37, 34, 29]]], [[39, [39, 32, 27]]], [[30, [50, 42, 48, 43]]], [[30, [49, 41, 45, 40]]], [[47, [47, 46, 44]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,2,4,1229.083189,"[[[[0, [6, 8]], [8, []], [16, [16]], [6, []], [26, [26, 14, 19, 15]], [25, [25, 29, 28]], [29, []], [35, [35, 33, 11]], [14, []], [19, []], [28, []], [15, []], [33, []], [40, [40, 30, 32, 22, 34, 39]], [30, [50, 37, 47, 46]], [11, []], [50, []], [32, []], [22, []], [37, []], [34, []], [47, []], [46, []], [39, []]], [[0, [4, 5, 3, 1, 9, 10, 2]], [2, []], [4, []], [13, [13, 18, 12]], [18, []], [12, []], [9, []], [10, []], [1, []], [24, [24, 21, 23, 31]], [31, []], [36, [36, 17, 20, 7]], [21, []], [5, []], [23, [42, 38, 41, 27]], [17, []], [20, []], [42, []], [38, []], [45, [45, 49, 43, 48]], [41, []], [27, []], [49, []], [43, []], [48, []], [3, []], [7, [44]], [44, []]]], [[[16, [16]]], [[13, [13, 18, 12]]], [[24, [24, 21, 23, 31]]], [[26, [26, 14, 19, 15]]], [[25, [25, 29, 28]]], [[35, [35, 33, 11]]], [[36, [36, 17, 20, 7]]], [[40, [34, 39]]], [[23, [42, 38, 41, 27]]], [[40, [40, 30, 32, 22]]], [[30, [50, 37, 47, 46]]], [[45, [45, 49, 43, 48]]], [[7, [44]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,60,2,5,1228.70992,"[[[[0, [3, 6]], [14, [14, 17, 19, 8]], [17, [18, 15, 13, 12]], [19, []], [8, []], [18, []], [15, []], [3, []], [13, [27, 7]], [20, [20, 32, 9, 16]], [12, []], [32, []], [9, []], [30, [30, 38, 33, 28]], [38, []], [33, []], [28, []], [41, [41, 36, 31]], [16, []], [36, []], [7, [44, 48, 49, 43]], [44, []], [6, []], [31, []], [48, []], [27, []], [49, []], [43, []]], [[0, [10, 2, 5, 1, 4]], [10, []], [2, []], [23, [23, 21, 11]], [21, []], [4, []], [24, [24]], [5, []], [35, [35, 37, 22, 26]], [37, []], [22, []], [26, [34, 25, 29]], [34, []], [1, []], [25, []], [47, [47, 46, 39, 50]], [29, []], [46, []], [39, [42, 45, 40]], [11, []], [50, []], [42, []], [45, []], [40, []]]], [[[14, [14, 17, 19, 8]]], [[17, [18, 15, 13, 12]]], [[23, [23, 21, 11]]], [[24, [24]]], [[13, [27, 7]]], [[20, [20, 32, 9, 16]]], [[35, [35, 37, 22, 26]]], [[30, [30, 38, 33, 28]]], [[26, [34, 25, 29]]], [[41, [41, 36, 31]]], [[7, [44, 48, 49, 43]]], [[47, [47, 46, 39, 50]]], [[39, [42, 45, 40]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,90,2,1,1193.552945,"[[[[0, [5]], [15, [15, 19, 9, 10]], [19, []], [9, []], [20, [20, 25, 26, 22]], [25, []], [10, []], [22, []], [37, [37, 38, 34, 29]], [38, []], [5, []], [26, []], [34, []], [47, [47, 46, 44, 16]], [29, []], [46, []], [44, []], [16, []]], [[0, [2, 3, 1, 4]], [6, [6, 12, 13]], [2, []], [7, [7, 11, 8, 14]], [1, []], [4, []], [24, [24, 21, 17, 18]], [21, []], [3, []], [17, []], [18, []], [33, [33, 28, 31, 32]], [28, []], [36, [36, 30, 35]], [31, []], [14, []], [30, []], [32, []], [35, []], [39, [39, 50, 42, 27, 41, 40]], [11, []], [12, []], [50, []], [42, []], [27, []], [48, [48, 43, 45, 23, 49]], [8, []], [43, []], [49, []], [41, []], [45, []], [23, []], [13, []], [40, []]]], [[[6, [6, 12, 13]]], [[7, [7, 11, 8, 14]]], [[15, [15, 19, 9, 10]]], [[24, [24, 21, 17, 18]]], [[20, [20, 25, 26, 22]]], [[33, [33, 28, 31, 32]]], [[36, [36, 30, 35]]], [[37, [37, 38, 34, 29]]], [[39, [39, 50, 42, 27]]], [[39, [41, 40]]], [[47, [47, 46, 44, 16]]], [[48, [48, 43, 45, 23]]], [[48, [49]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,90,2,2,1207.051248,"[[[[0, [3, 4, 6, 2]], [10, [10, 14, 8, 13]], [13, []], [2, []], [6, []], [24, [24, 17, 20, 21]], [4, []], [21, []], [17, []], [20, []], [14, []], [30, [30, 15, 19, 7]], [3, [28, 27, 31]], [8, []], [28, [38, 33, 36]], [27, []], [15, []], [19, []], [38, []], [33, []], [40, [45, 49, 48, 44, 40, 41]], [45, []], [41, [43]], [43, []], [49, []], [48, []], [31, []], [36, []], [7, []], [44, []]], [[0, [5, 12]], [16, [16, 18, 9, 11, 1]], [18, []], [23, [23, 22, 26]], [22, []], [9, []], [12, []], [29, [29, 25, 32]], [25, []], [1, []], [5, []], [26, []], [35, [35, 37, 34, 42]], [37, []], [11, []], [42, []], [32, []], [50, [50, 46, 47, 39]], [34, []], [46, []], [47, []], [39, []]]], [[[10, [10, 14, 8, 13]]], [[16, [1]]], [[16, [16, 18, 9, 11]]], [[23, [23, 22, 26]]], [[24, [24, 17, 20, 21]]], [[30, [30, 15, 19, 7]]], [[29, [29, 25, 32]]], [[3, [28, 27, 31]]], [[28, [38, 33, 36]]], [[35, [35, 37, 34, 42]]], [[40, [45, 49, 48, 44]]], [[40, [40, 41]]], [[41, [43]]], [[50, [50, 46, 47, 39]]]]]",1221,"[[[[0, [6]], [8, [8, 19, 16, 15]], [15, []], [19, []], [16, []], [17, [17, 21, 20, 13]], [13, []], [27, [27, 28, 33, 30]], [28, []], [33, []], [30, []], [20, []], [31, [31, 36]], [36, []], [41, [41]], [45, [45, 44, 43, 49, 48]], [43, []], [49, []], [48, []], [21, []], [6, []], [44, []]], [[0, [3, 5, 1, 4, 2]], [9, [9, 10, 12, 11]], [10, []], [12, []], [11, []], [3, []], [7, [7, 14, 18]], [2, []], [4, []], [24, [24, 22, 23]], [26, [26]], [1, [25]], [29, [29]], [25, []], [5, []], [35, [35, 37, 32, 38]], [37, []], [22, []], [32, []], [23, []], [14, []], [40, [40, 42]], [18, []], [38, []], [42, [50, 34]], [50, []], [34, []], [46, [46, 47, 39]], [47, []], [39, []]]], [[[8, [8, 19, 16, 15]]], [[9, [9, 10, 12, 11]]], [[7, [7, 14, 18]]], [[17, [17, 21, 20, 13]]], [[24, [24, 22, 23]]], [[26, [26]]], [[1, [25]]], [[29, [29]]], [[27, [27, 28, 33, 30]]], [[31, [31, 36]]], [[35, [35, 37, 32, 38]]], [[40, [40, 42]]], [[41, [41]]], [[45, [45, 44]], [42, [50, 34]]], [[45, [43, 49, 48]]], [[46, [46, 47, 39]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,90,2,3,1154.231056,"[[[[0, []], [12, [12]], [19, [19, 15, 13, 18]], [24, [24, 20, 26]], [20, []], [18, []], [28, [28, 29, 27]], [15, []], [13, []], [26, []], [29, []], [46, [46, 47, 34, 50, 45]], [47, []], [34, []], [39, [39, 42, 41, 40]], [50, []], [42, []], [41, []], [49, [49, 43, 48]], [43, []], [27, []], [48, []], [45, []], [40, []]], [[0, [2, 4, 3, 6, 1, 5]], [1, []], [6, []], [2, []], [7, [7, 8, 14, 10]], [8, []], [5, []], [25, [25, 11, 9, 17]], [10, []], [14, []], [31, [31, 21, 23, 16]], [4, []], [21, []], [3, []], [33, [33, 30, 32, 22]], [38, [38, 35, 37, 36]], [30, []], [35, []], [11, []], [32, []], [9, []], [37, []], [22, []], [17, []], [23, []], [44, [44]], [36, []], [16, []]]], [[[12, [12]]], [[7, [7, 8, 14, 10]]], [[19, [19, 15, 13, 18]]], [[25, [25, 11, 9, 17]]], [[24, [24, 20, 26]]], [[31, [31, 21, 23, 16]]], [[28, [28, 29, 27]]], [[33, [33, 30, 32, 22]]], [[38, [38, 35, 37, 36]]], [[46, [46, 47, 50, 45]]], [[46, [34]]], [[39, [39, 42, 41, 40]]], [[49, [49, 43, 48]]], [[44, [44]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_random/C201_3.dat,4,90,2,4,1196.048349,"[[[[0, [1, 5, 2]], [5, []], [2, []], [16, [16, 14, 17, 19]], [13, [13, 10]], [1, []], [25, [25, 15, 23, 20]], [10, []], [23, []], [14, []], [17, []], [28, [28, 18, 32]], [19, []], [18, []], [20, []], [15, []], [38, [38, 35]], [42, [42, 39]], [39, []], [46, [46, 47, 50, 45]], [47, []], [35, []], [32, []], [50, []], [45, []]], [[0, [3, 6]], [7, [7, 4]], [3, []], [11, [11, 9, 12, 8]], [12, []], [8, []], [33, [33, 30, 21, 24, 26, 37, 22, 27]], [30, []], [22, []], [37, []], [9, []], [29, [29, 34, 31]], [34, []], [26, []], [40, [40, 36, 41]], [31, []], [21, []], [6, []], [44, [44, 48, 49, 43]], [24, []], [4, []], [36, []], [48, []], [27, []], [49, []], [43, []], [41, []]]], [[[7, [7, 4]]], [[11, [11, 9, 12, 8]]], [[16, [16, 14, 17, 19]]], [[13, [13, 10]]], [[25, [25, 15, 23, 20]]], [[33, [33, 30, 37, 27]]], [[33, [21, 24, 26, 22]]], [[28, [28, 18, 32]]], [[29, [29, 34, 31]]], [[38, [38, 35]]], [[42, [42, 39]]], [[40, [40, 36, 41]]], [[46, [46, 47, 50, 45]]], [[44, [44, 48, 49, 43]]]]]",,None
